service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
2000154,0,0,0,0,0,0,0,20151012,20151116
2000153,0,0,0,0,0,0,0,20151011,20151213
1946462,0,0,0,0,0,0,0,20151019,20151231
1946461,0,0,0,0,0,0,0,20151018,20151227
1946466,0,0,0,0,0,0,0,20151017,20151226
12000156,0,0,0,0,0,0,0,20151008,20151121
12000157,0,0,0,0,0,0,0,20151125,20151219
12000154,0,0,0,0,0,0,0,20151013,20151117
11946466,0,0,0,0,0,0,0,20151018,20151227
12000155,0,0,0,0,0,0,0,20151124,20151215
12000153,0,0,0,0,0,0,0,20151012,20151214
11946462,0,0,0,0,0,0,0,20151020,20160101
11946461,0,0,0,0,0,0,0,20151019,20151228
2000155,0,0,0,0,0,0,0,20151123,20151214
2000156,0,0,0,0,0,0,0,20151007,20151120
2000157,0,0,0,0,0,0,0,20151124,20151218
12000158,0,0,0,0,0,0,0,20151011,20151220
2000158,0,0,0,0,0,0,0,20151010,20151219
