service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
1998504,0,0,0,0,0,0,0,20151007,20151230
1998503,0,0,0,0,0,0,0,20151008,20151231
1998502,0,0,0,0,0,0,0,20151010,20151226
1998501,0,0,0,0,0,0,0,20151007,20151230
1998500,0,0,0,0,0,0,0,20151008,20151231
1998499,0,0,0,0,0,0,0,20151011,20151227
1998498,0,0,0,0,0,0,0,20151010,20151226
1998497,0,0,0,0,0,0,0,20151007,20151230
1998496,0,0,0,0,0,0,0,20151008,20151231
1998495,0,0,0,0,0,0,0,20151011,20151227
1998505,0,0,0,0,0,0,0,20151010,20151226
