route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,shape_id
1264504,1984182,1019841821262198,,10,0,
1264504,1984182,1119841821262198,,11,0,
1264504,1984181,119841811262198,,1,0,
1264504,1984182,119841821262198,,1,0,
1264504,1984182,1219841821262198,,12,0,
1264504,1984182,1319841821262198,,13,0,
1264504,1984182,1419841821262198,,14,0,
1264504,1984182,1519841821262198,,15,0,
1264504,1984182,1619841821262198,,16,0,
1264504,1984182,1719841821262198,,17,0,
1264504,1984182,1819841821262198,,18,0,
1264504,1984182,1919841821262198,,19,0,
1264504,1984182,2019841821262198,,20,0,
1264504,1984182,2119841821262198,,21,0,
1264504,1984181,219841811262198,,2,0,
1264504,1984182,219841821262198,,2,0,
1264504,1984182,2219841821262198,,22,0,
1264504,1984182,2319841821262198,,23,0,
1264504,1984182,2419841821262198,,24,0,
1264504,1984182,2519841821262198,,25,0,
1264504,1984182,2619841821262198,,26,0,
1264504,1984182,2719841821262198,,27,0,
1264504,1984182,2819841821262198,,28,0,
1264504,1984181,319841811262198,,3,0,
1264504,1984182,319841821262198,,3,0,
1264504,1984181,419841811262198,,4,0,
1264504,1984182,419841821262198,,4,0,
1264504,1984181,519841811262198,,5,0,
1264504,1984182,519841821262198,,5,0,
1264504,1984181,619841811262198,,6,0,
1264504,1984182,619841821262198,,6,0,
1264504,1984181,719841811262198,,7,0,
1264504,1984182,719841821262198,,7,0,
1264504,1984181,819841811262198,,8,0,
1264504,1984182,819841821262198,,8,0,
1264504,1984181,919841811262198,,9,0,
1264504,1984182,919841821262198,,9,0,
1264504,1984181,119841811262197,,1,0,
1264504,1984182,119841821262197,,1,0,
1264504,1984182,219841821262197,,2,0,
1264504,1984182,319841821262197,,3,0,
1264504,1984182,419841821262197,,4,0,
1264504,1984181,119841811262199,,1,0,
1264504,1984182,119841821262199,,1,0,
1264504,1984181,219841811262199,,2,0,
1264504,1984182,219841821262199,,2,0,
1264504,1984182,319841821262199,,3,0,
1264504,1984182,419841821262199,,4,0,
1264504,1984182,519841821262199,,5,0,
1264504,1984182,619841821262199,,6,0,
1264504,1984182,719841821262199,,7,0,
1264505,1984184,1019841841262200,,10,1,
1264505,1984184,1119841841262200,,11,1,
1264505,1984183,119841831262200,,1,1,
1264505,1984184,119841841262200,,1,1,
1264505,1984184,1219841841262200,,12,1,
1264505,1984184,1319841841262200,,13,1,
1264505,1984184,1419841841262200,,14,1,
1264505,1984184,1519841841262200,,15,1,
1264505,1984184,1619841841262200,,16,1,
1264505,1984184,1719841841262200,,17,1,
1264505,1984184,1819841841262200,,18,1,
1264505,1984184,1919841841262200,,19,1,
1264505,1984184,2019841841262200,,20,1,
1264505,1984184,2119841841262200,,21,1,
1264505,1984183,219841831262200,,2,1,
1264505,1984184,219841841262200,,2,1,
1264505,1984184,2219841841262200,,22,1,
1264505,1984184,2319841841262200,,23,1,
1264505,1984184,2419841841262200,,24,1,
1264505,1984184,2519841841262200,,25,1,
1264505,1984183,319841831262200,,3,1,
1264505,1984184,319841841262200,,3,1,
1264505,1984183,419841831262200,,4,1,
1264505,1984184,419841841262200,,4,1,
1264505,1984183,519841831262200,,5,1,
1264505,1984184,519841841262200,,5,1,
1264505,1984183,619841831262200,,6,1,
1264505,1984184,619841841262200,,6,1,
1264505,1984183,719841831262200,,7,1,
1264505,1984184,719841841262200,,7,1,
1264505,1984183,819841831262200,,8,1,
1264505,1984184,819841841262200,,8,1,
1264505,1984184,919841841262200,,9,1,
1264505,1984183,119841831262201,,1,1,
1264505,1984184,119841841262201,,1,1,
1264505,1984184,219841841262201,,2,1,
1264505,1984184,319841841262201,,3,1,
1264505,1984183,119841831262202,,1,1,
1264505,1984184,119841841262202,,1,1,
1264505,1984183,219841831262202,,2,1,
1264505,1984184,219841841262202,,2,1,
1264505,1984184,319841841262202,,3,1,
1264505,1984184,419841841262202,,4,1,
1264505,1984184,519841841262202,,5,1,
1264505,1984184,619841841262202,,6,1,
1264505,1984184,719841841262202,,7,1,
