service_id,date,exception_type
1936819,20151023,1
1936819,20151030,1
2001980,20151010,1
2001980,20151107,1
2001980,20151114,1
2001980,20151121,1
2001980,20151128,1
2001980,20151205,1
2001980,20151212,1
1936817,20151017,1
1936817,20151024,1
1936817,20151031,1
1936817,20151219,1
1936817,20151226,1
11936815,20151022,1
11936815,20151029,1
11936815,20151224,1
11936815,20151231,1
11936813,20151020,1
11936813,20151021,1
11936813,20151023,1
11936813,20151027,1
11936813,20151028,1
11936813,20151030,1
11936813,20151222,1
11936813,20151223,1
11936813,20151225,1
11936813,20151229,1
11936813,20151230,1
11936813,20160101,1
11936819,20151024,1
11936819,20151031,1
11936817,20151018,1
11936817,20151025,1
11936817,20151101,1
11936817,20151220,1
11936817,20151227,1
12001978,20151009,1
12001978,20151013,1
12001978,20151014,1
12001978,20151016,1
12001978,20151103,1
12001978,20151104,1
12001978,20151106,1
12001978,20151110,1
12001978,20151111,1
12001978,20151113,1
12001978,20151117,1
12001978,20151118,1
12001978,20151120,1
12001978,20151124,1
12001978,20151125,1
12001978,20151127,1
12001978,20151201,1
12001978,20151202,1
12001978,20151204,1
12001978,20151208,1
12001978,20151209,1
12001978,20151211,1
12001978,20151215,1
12001978,20151216,1
12001978,20151218,1
12001977,20151012,1
12001977,20151019,1
12001977,20151026,1
12001977,20151102,1
12001977,20151109,1
12001977,20151112,1
12001977,20151116,1
12001977,20151123,1
12001977,20151130,1
12001977,20151207,1
12001977,20151214,1
12001977,20151221,1
12001977,20151226,1
12001977,20151228,1
2001979,20151007,1
2001979,20151014,1
2001979,20151104,1
2001979,20151118,1
2001979,20151125,1
2001979,20151202,1
2001979,20151209,1
2001979,20151216,1
12001979,20151008,1
12001979,20151015,1
12001979,20151105,1
12001979,20151119,1
12001979,20151126,1
12001979,20151203,1
12001979,20151210,1
12001979,20151217,1
2001978,20151008,1
2001978,20151012,1
2001978,20151013,1
2001978,20151015,1
2001978,20151102,1
2001978,20151103,1
2001978,20151105,1
2001978,20151109,1
2001978,20151110,1
2001978,20151112,1
2001978,20151116,1
2001978,20151117,1
2001978,20151119,1
2001978,20151123,1
2001978,20151124,1
2001978,20151126,1
2001978,20151130,1
2001978,20151201,1
2001978,20151203,1
2001978,20151207,1
2001978,20151208,1
2001978,20151210,1
2001978,20151214,1
2001978,20151215,1
2001978,20151217,1
1936813,20151019,1
1936813,20151020,1
1936813,20151022,1
1936813,20151026,1
1936813,20151027,1
1936813,20151029,1
1936813,20151221,1
1936813,20151222,1
1936813,20151224,1
1936813,20151228,1
1936813,20151229,1
1936813,20151231,1
2001977,20151011,1
2001977,20151018,1
2001977,20151025,1
2001977,20151101,1
2001977,20151108,1
2001977,20151111,1
2001977,20151115,1
2001977,20151122,1
2001977,20151129,1
2001977,20151206,1
2001977,20151213,1
2001977,20151220,1
2001977,20151225,1
2001977,20151227,1
1936823,20151017,1
1936823,20151024,1
1936823,20151031,1
1936823,20151219,1
1936823,20151226,1
12001981,20151010,1
12001981,20151017,1
12001981,20151107,1
12001981,20151114,1
12001981,20151121,1
12001981,20151128,1
12001981,20151205,1
12001981,20151212,1
12001981,20151219,1
1936815,20151021,1
1936815,20151028,1
1936815,20151223,1
1936815,20151230,1
12001980,20151011,1
12001980,20151108,1
12001980,20151115,1
12001980,20151122,1
12001980,20151129,1
12001980,20151206,1
12001980,20151213,1
1936821,20151021,1
1936821,20151028,1
1936821,20151223,1
1936821,20151230,1
2001982,20151007,1
2001982,20151014,1
2001982,20151104,1
2001982,20151118,1
2001982,20151125,1
2001982,20151202,1
2001982,20151209,1
2001982,20151216,1
2001981,20151009,1
2001981,20151016,1
2001981,20151106,1
2001981,20151113,1
2001981,20151120,1
2001981,20151127,1
2001981,20151204,1
2001981,20151211,1
2001981,20151218,1
2001983,20151010,1
2001983,20151107,1
2001983,20151114,1
2001983,20151121,1
2001983,20151128,1
2001983,20151205,1
2001983,20151212,1
