service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
1977831,0,0,0,0,0,0,0,20151023,20151030
2005207,0,0,0,0,0,0,0,20151007,20151217
11977830,0,0,0,0,0,0,0,20151020,20151231
1977830,0,0,0,0,0,0,0,20151019,20151230
2005206,0,0,0,0,0,0,0,20151225,20151225
2005205,0,0,0,0,0,0,0,20151011,20151227
1977833,0,0,0,0,0,0,0,20151110,20151110
1977832,0,0,0,0,0,0,0,20151017,20151226
2005210,0,0,0,0,0,0,0,20151010,20151212
12005210,0,0,0,0,0,0,0,20151011,20151213
12005212,0,0,0,0,0,0,0,20151225,20160101
12005206,0,0,0,0,0,0,0,20151226,20151226
11977833,0,0,0,0,0,0,0,20151111,20151111
12005205,0,0,0,0,0,0,0,20151012,20151228
12005214,0,0,0,0,0,0,0,20151010,20151219
2005214,0,0,0,0,0,0,0,20151009,20151218
11977831,0,0,0,0,0,0,0,20151024,20151031
11977832,0,0,0,0,0,0,0,20151018,20151227
2005212,0,0,0,0,0,0,0,20151224,20151231
12005207,0,0,0,0,0,0,0,20151008,20151218
