service_id,date,exception_type
1976189,20151019,1
1976189,20151020,1
1976189,20151021,1
1976189,20151022,1
1976189,20151026,1
1976189,20151027,1
1976189,20151028,1
1976189,20151029,1
1976189,20151221,1
1976189,20151222,1
1976189,20151223,1
1976189,20151224,1
1976189,20151228,1
1976189,20151229,1
1976189,20151230,1
1976189,20151231,1
11976192,20151024,1
11976192,20151031,1
1998509,20151011,1
1998509,20151018,1
1998509,20151025,1
1998509,20151101,1
1998509,20151108,1
1998509,20151111,1
1998509,20151115,1
1998509,20151122,1
1998509,20151129,1
1998509,20151206,1
1998509,20151213,1
1998509,20151220,1
1998509,20151225,1
1998509,20151227,1
11998513,20151012,1
11998513,20151019,1
11998513,20151026,1
11998513,20151102,1
11998513,20151109,1
11998513,20151112,1
11998513,20151116,1
11998513,20151123,1
11998513,20151130,1
11998513,20151207,1
11998513,20151214,1
11998513,20151221,1
11998513,20151226,1
11998513,20151228,1
11998511,20151011,1
11998511,20151018,1
11998511,20151025,1
11998511,20151101,1
11998511,20151108,1
11998511,20151115,1
11998511,20151122,1
11998511,20151129,1
11998511,20151206,1
11998511,20151213,1
11998511,20151220,1
11998511,20151227,1
11998512,20151010,1
11998512,20151017,1
11998512,20151107,1
11998512,20151114,1
11998512,20151121,1
11998512,20151128,1
11998512,20151205,1
11998512,20151212,1
11998512,20151219,1
1998513,20151011,1
1998513,20151018,1
1998513,20151025,1
1998513,20151101,1
1998513,20151108,1
1998513,20151111,1
1998513,20151115,1
1998513,20151122,1
1998513,20151129,1
1998513,20151206,1
1998513,20151213,1
1998513,20151220,1
1998513,20151225,1
1998513,20151227,1
1998512,20151009,1
1998512,20151016,1
1998512,20151106,1
1998512,20151113,1
1998512,20151120,1
1998512,20151127,1
1998512,20151204,1
1998512,20151211,1
1998512,20151218,1
1998515,20151010,1
1998515,20151017,1
1998515,20151024,1
1998515,20151031,1
1998515,20151107,1
1998515,20151114,1
1998515,20151121,1
1998515,20151128,1
1998515,20151205,1
1998515,20151212,1
1998515,20151219,1
1998515,20151226,1
1998514,20151007,1
1998514,20151008,1
1998514,20151012,1
1998514,20151013,1
1998514,20151014,1
1998514,20151015,1
1998514,20151102,1
1998514,20151103,1
1998514,20151104,1
1998514,20151105,1
1998514,20151109,1
1998514,20151110,1
1998514,20151112,1
1998514,20151116,1
1998514,20151117,1
1998514,20151118,1
1998514,20151119,1
1998514,20151123,1
1998514,20151124,1
1998514,20151125,1
1998514,20151126,1
1998514,20151130,1
1998514,20151201,1
1998514,20151202,1
1998514,20151203,1
1998514,20151207,1
1998514,20151208,1
1998514,20151209,1
1998514,20151210,1
1998514,20151214,1
1998514,20151215,1
1998514,20151216,1
1998514,20151217,1
11998510,20151008,1
11998510,20151009,1
11998510,20151013,1
11998510,20151014,1
11998510,20151015,1
11998510,20151016,1
11998510,20151103,1
11998510,20151104,1
11998510,20151105,1
11998510,20151106,1
11998510,20151110,1
11998510,20151111,1
11998510,20151113,1
11998510,20151117,1
11998510,20151118,1
11998510,20151119,1
11998510,20151120,1
11998510,20151124,1
11998510,20151125,1
11998510,20151126,1
11998510,20151127,1
11998510,20151201,1
11998510,20151202,1
11998510,20151203,1
11998510,20151204,1
11998510,20151208,1
11998510,20151209,1
11998510,20151210,1
11998510,20151211,1
11998510,20151215,1
11998510,20151216,1
11998510,20151217,1
11998510,20151218,1
1998511,20151010,1
1998511,20151017,1
1998511,20151024,1
1998511,20151031,1
1998511,20151107,1
1998511,20151114,1
1998511,20151121,1
1998511,20151128,1
1998511,20151205,1
1998511,20151212,1
1998511,20151219,1
1998511,20151226,1
1998510,20151007,1
1998510,20151008,1
1998510,20151012,1
1998510,20151013,1
1998510,20151014,1
1998510,20151015,1
1998510,20151102,1
1998510,20151103,1
1998510,20151104,1
1998510,20151105,1
1998510,20151109,1
1998510,20151110,1
1998510,20151112,1
1998510,20151116,1
1998510,20151117,1
1998510,20151118,1
1998510,20151119,1
1998510,20151123,1
1998510,20151124,1
1998510,20151125,1
1998510,20151126,1
1998510,20151130,1
1998510,20151201,1
1998510,20151202,1
1998510,20151203,1
1998510,20151207,1
1998510,20151208,1
1998510,20151209,1
1998510,20151210,1
1998510,20151214,1
1998510,20151215,1
1998510,20151216,1
1998510,20151217,1
1976207,20151019,1
1976207,20151020,1
1976207,20151021,1
1976207,20151022,1
1976207,20151026,1
1976207,20151027,1
1976207,20151028,1
1976207,20151029,1
1976207,20151221,1
1976207,20151222,1
1976207,20151223,1
1976207,20151224,1
1976207,20151228,1
1976207,20151229,1
1976207,20151230,1
1976207,20151231,1
1976204,20151023,1
1976204,20151030,1
1976201,20151019,1
1976201,20151020,1
1976201,20151021,1
1976201,20151022,1
1976201,20151026,1
1976201,20151027,1
1976201,20151028,1
1976201,20151029,1
1976201,20151221,1
1976201,20151222,1
1976201,20151223,1
1976201,20151224,1
1976201,20151228,1
1976201,20151229,1
1976201,20151230,1
1976201,20151231,1
11998509,20151012,1
11998509,20151019,1
11998509,20151026,1
11998509,20151102,1
11998509,20151109,1
11998509,20151112,1
11998509,20151116,1
11998509,20151123,1
11998509,20151130,1
11998509,20151207,1
11998509,20151214,1
11998509,20151221,1
11998509,20151226,1
11998509,20151228,1
1976195,20151019,1
1976195,20151020,1
1976195,20151021,1
1976195,20151022,1
1976195,20151026,1
1976195,20151027,1
1976195,20151028,1
1976195,20151029,1
1976195,20151221,1
1976195,20151222,1
1976195,20151223,1
1976195,20151224,1
1976195,20151228,1
1976195,20151229,1
1976195,20151230,1
1976195,20151231,1
1998518,20151007,1
1998518,20151008,1
1998518,20151012,1
1998518,20151013,1
1998518,20151014,1
1998518,20151015,1
1998518,20151102,1
1998518,20151103,1
1998518,20151104,1
1998518,20151105,1
1998518,20151109,1
1998518,20151110,1
1998518,20151112,1
