service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
11936674,0,0,0,0,0,0,0,20151012,20151123
11936675,0,0,0,0,0,0,0,20151020,20151031
11936685,0,0,0,0,0,0,0,20151025,20151101
11936676,0,0,0,0,0,0,0,20151013,20151124
11936677,0,0,0,0,0,0,0,20151008,20151128
11936683,0,0,0,0,0,0,0,20151008,20151128
11936678,0,0,0,0,0,0,0,20151011,20151129
11936684,0,0,0,0,0,0,0,20151011,20151129
11936679,0,0,0,0,0,0,0,20151025,20151101
11936681,0,0,0,0,0,0,0,20151020,20151031
1936682,0,0,0,0,0,0,0,20151012,20151123
11936682,0,0,0,0,0,0,0,20151013,20151124
1936683,0,0,0,0,0,0,0,20151007,20151127
1936680,0,0,0,0,0,0,0,20151011,20151122
11936680,0,0,0,0,0,0,0,20151012,20151123
1936681,0,0,0,0,0,0,0,20151019,20151030
1936684,0,0,0,0,0,0,0,20151010,20151128
1936685,0,0,0,0,0,0,0,20151024,20151031
1936676,0,0,0,0,0,0,0,20151012,20151123
1936675,0,0,0,0,0,0,0,20151019,20151030
1936674,0,0,0,0,0,0,0,20151011,20151122
1936679,0,0,0,0,0,0,0,20151024,20151031
1936678,0,0,0,0,0,0,0,20151010,20151128
1936677,0,0,0,0,0,0,0,20151007,20151127
