route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,shape_id
1369086,1967032,1019670321250480,,10,0,
1369086,1967037,1019670371250480,,10,0,
1369086,1967040,1019670401250480,,10,0,
1369086,1967044,1019670441250480,,10,0,
1369086,1967032,1119670321250480,,11,0,
1369086,1967037,1119670371250480,,11,0,
1369086,1967040,1119670401250480,,11,0,
1369086,1967044,1119670441250480,,11,0,
1369086,1967032,119670321250480,,1,0,
1369086,1967037,119670371250480,,1,0,
1369086,1967040,119670401250480,,1,0,
1369086,1967044,119670441250480,,1,0,
1369086,1967032,1219670321250480,,12,0,
1369086,1967037,1219670371250480,,12,0,
1369086,1967040,1219670401250480,,12,0,
1369086,1967044,1219670441250480,,12,0,
1369086,1967032,1319670321250480,,13,0,
1369086,1967037,1319670371250480,,13,0,
1369086,1967040,1319670401250480,,13,0,
1369086,1967044,1319670441250480,,13,0,
1369086,1967032,1419670321250480,,14,0,
1369086,1967037,1419670371250480,,14,0,
1369086,1967040,1419670401250480,,14,0,
1369086,1967044,1419670441250480,,14,0,
1369086,1967032,1519670321250480,,15,0,
1369086,1967037,1519670371250480,,15,0,
1369086,1967040,1519670401250480,,15,0,
1369086,1967044,1519670441250480,,15,0,
1369086,1967032,1619670321250480,,16,0,
1369086,1967037,1619670371250480,,16,0,
1369086,1967040,1619670401250480,,16,0,
1369086,1967044,1619670441250480,,16,0,
1369086,1967032,1719670321250480,,17,0,
1369086,1967037,1719670371250480,,17,0,
1369086,1967040,1719670401250480,,17,0,
1369086,1967044,1719670441250480,,17,0,
1369086,1967032,1819670321250480,,18,0,
1369086,1967037,1819670371250480,,18,0,
1369086,1967040,1819670401250480,,18,0,
1369086,1967044,1819670441250480,,18,0,
1369086,1967032,1919670321250480,,19,0,
1369086,1967037,1919670371250480,,19,0,
1369086,1967040,1919670401250480,,19,0,
1369086,1967044,1919670441250480,,19,0,
1369086,1967032,2019670321250480,,20,0,
1369086,1967037,2019670371250480,,20,0,
1369086,1967040,2019670401250480,,20,0,
1369086,1967044,2019670441250480,,20,0,
1369086,1967032,2119670321250480,,21,0,
1369086,1967037,2119670371250480,,21,0,
1369086,1967040,2119670401250480,,21,0,
1369086,1967044,2119670441250480,,21,0,
1369086,1967032,219670321250480,,2,0,
1369086,1967037,219670371250480,,2,0,
1369086,1967040,219670401250480,,2,0,
1369086,1967044,219670441250480,,2,0,
1369086,1967032,2219670321250480,,22,0,
1369086,1967037,2219670371250480,,22,0,
1369086,1967040,2219670401250480,,22,0,
1369086,1967044,2219670441250480,,22,0,
1369086,1967032,2319670321250480,,23,0,
1369086,1967037,2319670371250480,,23,0,
1369086,1967040,2319670401250480,,23,0,
1369086,1967044,2319670441250480,,23,0,
1369086,1967032,2419670321250480,,24,0,
1369086,1967037,2419670371250480,,24,0,
