service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
1936808,0,0,0,0,0,0,0,20151017,20151226
11936804,0,0,0,0,0,0,0,20151019,20151228
11936808,0,0,0,0,0,0,0,20151018,20151227
12001965,0,0,0,0,0,0,0,20151011,20151213
12001964,0,0,0,0,0,0,0,20151020,20160101
12001963,0,0,0,0,0,0,0,20151008,20151218
12001962,0,0,0,0,0,0,0,20151012,20151214
2001962,0,0,0,0,0,0,0,20151011,20151213
2001963,0,0,0,0,0,0,0,20151007,20151217
2001964,0,0,0,0,0,0,0,20151019,20151231
11936810,0,0,0,0,0,0,0,20151024,20151031
2001965,0,0,0,0,0,0,0,20151010,20151212
2001966,0,0,0,0,0,0,0,20151009,20151218
12001966,0,0,0,0,0,0,0,20151010,20151219
1936804,0,0,0,0,0,0,0,20151018,20151227
1936810,0,0,0,0,0,0,0,20151023,20151030
