service_id,date,exception_type
1944755,20151023,1
1944755,20151030,1
1936097,20151009,1
1936097,20151016,1
1936097,20151106,1
1936097,20151113,1
1936097,20151120,1
1936097,20151127,1
1936097,20151204,1
1936097,20151211,1
1936097,20151218,1
1936089,20151010,1
1936089,20151017,1
1936089,20151024,1
1936089,20151031,1
1936089,20151107,1
1936089,20151114,1
1936089,20151121,1
1936089,20151128,1
1936089,20151205,1
1936089,20151212,1
1936089,20151219,1
1936089,20151226,1
1936086,20151011,1
1936086,20151018,1
1936086,20151025,1
1936086,20151101,1
1936086,20151108,1
1936086,20151111,1
1936086,20151115,1
1936086,20151122,1
1936086,20151129,1
1936086,20151206,1
1936086,20151213,1
1936086,20151220,1
1936086,20151225,1
1936086,20151227,1
11944752,20151020,1
11944752,20151021,1
11944752,20151022,1
11944752,20151023,1
11944752,20151027,1
11944752,20151028,1
11944752,20151029,1
11944752,20151030,1
11944752,20151222,1
11944752,20151223,1
11944752,20151224,1
11944752,20151225,1
11944752,20151229,1
11944752,20151230,1
11944752,20151231,1
11944752,20160101,1
11936089,20151011,1
11936089,20151018,1
11936089,20151025,1
11936089,20151101,1
11936089,20151108,1
11936089,20151115,1
11936089,20151122,1
11936089,20151129,1
11936089,20151206,1
11936089,20151213,1
11936089,20151220,1
11936089,20151227,1
11944753,20151024,1
11944753,20151031,1
1944752,20151019,1
1944752,20151020,1
1944752,20151021,1
1944752,20151022,1
1944752,20151026,1
1944752,20151027,1
1944752,20151028,1
1944752,20151029,1
1944752,20151221,1
1944752,20151222,1
1944752,20151223,1
1944752,20151224,1
1944752,20151228,1
1944752,20151229,1
1944752,20151230,1
1944752,20151231,1
1944753,20151023,1
1944753,20151030,1
1944754,20151019,1
1944754,20151020,1
1944754,20151021,1
1944754,20151022,1
1944754,20151026,1
1944754,20151027,1
1944754,20151028,1
1944754,20151029,1
1944754,20151221,1
1944754,20151222,1
1944754,20151223,1
1944754,20151224,1
1944754,20151228,1
1944754,20151229,1
1944754,20151230,1
1944754,20151231,1
11936092,20151012,1
11936092,20151019,1
11936092,20151026,1
11936092,20151102,1
11936092,20151109,1
11936092,20151112,1
11936092,20151116,1
11936092,20151123,1
11936092,20151130,1
11936092,20151207,1
11936092,20151214,1
11936092,20151221,1
11936092,20151226,1
11936092,20151228,1
11936095,20151011,1
11936095,20151018,1
11936095,20151025,1
11936095,20151101,1
11936095,20151108,1
11936095,20151115,1
11936095,20151122,1
11936095,20151129,1
11936095,20151206,1
11936095,20151213,1
11936095,20151220,1
11936095,20151227,1
11936097,20151010,1
11936097,20151017,1
11936097,20151107,1
11936097,20151114,1
11936097,20151121,1
11936097,20151128,1
11936097,20151205,1
11936097,20151212,1
11936097,20151219,1
11936086,20151012,1
11936086,20151019,1
11936086,20151026,1
11936086,20151102,1
11936086,20151109,1
11936086,20151112,1
11936086,20151116,1
11936086,20151123,1
11936086,20151130,1
11936086,20151207,1
11936086,20151214,1
11936086,20151221,1
11936086,20151226,1
11936086,20151228,1
11983080,20151008,1
11983080,20151009,1
11983080,20151013,1
11983080,20151014,1
11983080,20151015,1
11983080,20151016,1
11983080,20151103,1
11983080,20151104,1
11983080,20151105,1
11983080,20151106,1
11983080,20151110,1
11983080,20151111,1
11983080,20151113,1
