service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
1984600,0,0,0,0,0,0,0,20151008,20151218
1976109,0,0,0,0,0,0,0,20151024,20151226
1984597,0,0,0,0,0,0,0,20151008,20151218
1984598,0,0,0,0,0,0,0,20151007,20151216
1984599,0,0,0,0,0,0,0,20151010,20151219
1976108,0,0,0,0,0,0,0,20151019,20151231
1976107,0,0,0,0,0,0,0,20151018,20151227
1984596,0,0,0,0,0,0,0,20151011,20151220
1984605,0,0,0,0,0,0,0,20151008,20151218
1984606,0,0,0,0,0,0,0,20151007,20151216
1984607,0,0,0,0,0,0,0,20151008,20151218
1984608,0,0,0,0,0,0,0,20151007,20151216
1984601,0,0,0,0,0,0,0,20151007,20151216
