trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,shape_dist_traveled
10019360321320588,22:59:00,22:59:00,3811223,1,,
10019360321320588,23:01:00,23:01:00,3811225,2,,
10019360321320588,23:02:00,23:02:00,3811226,3,,
10019360321320588,23:02:00,23:02:00,3811227,4,,
10019360321320588,23:04:00,23:04:00,3811228,5,,
10019360321320588,23:06:00,23:06:00,3811229,6,,
10019360321320588,23:07:00,23:07:00,3811230,7,,
10019360321320588,23:08:00,23:08:00,3811232,8,,
10019360321320588,23:09:00,23:09:00,3811233,9,,
10019360321320588,23:11:00,23:11:00,3811234,10,,
10019360321320588,23:12:00,23:12:00,3811235,11,,
10019360321320588,23:14:00,23:14:00,3811236,12,,
10019360321320588,23:15:00,23:15:00,3811238,13,,
10019360321320588,23:16:00,23:16:00,3811240,14,,
10019360321320588,23:17:00,23:17:00,3811242,15,,
10019360321320588,23:18:00,23:18:00,3811244,16,,
10019360321320588,23:19:00,23:19:00,3811246,17,,
10019360321320588,23:20:00,23:20:00,3811248,18,,
10019360321320588,23:22:00,23:22:00,3811250,19,,
10019360321320588,23:23:00,23:23:00,3811252,20,,
10019360321320588,23:24:00,23:24:00,3811254,21,,
10019360321320588,23:25:00,23:25:00,3811256,22,,
10019360321320588,23:26:00,23:26:00,3811258,23,,
10019360321320588,23:28:00,23:28:00,3811260,24,,
10019360321320588,23:29:00,23:29:00,3811262,25,,
10019360321320588,23:30:00,23:30:00,3811264,26,,
10019360321320588,23:31:00,23:31:00,3811266,27,,
10019360321320588,23:32:00,23:32:00,3811268,28,,
10019360321320588,23:33:00,23:33:00,3811270,29,,
10019360321320588,23:34:00,23:34:00,3811271,30,,
10019360321320588,23:34:00,23:34:00,3811272,31,,
10019360321320588,23:34:00,23:34:00,3811273,32,,
10019360321320588,23:35:00,23:35:00,3811274,33,,
10019360321320588,23:36:00,23:36:00,3811276,34,,
10019360321320588,23:37:00,23:37:00,3811278,35,,
10019946381320588,00:30:00,00:30:00,3811223,1,,
10019946381320588,00:32:00,00:32:00,3811225,2,,
10019946381320588,00:33:00,00:33:00,3811226,3,,
10019946381320588,00:33:00,00:33:00,3811227,4,,
10019946381320588,00:35:00,00:35:00,3811228,5,,
10019946381320588,00:37:00,00:37:00,3811229,6,,
10019946381320588,00:38:00,00:38:00,3811230,7,,
10019946381320588,00:39:00,00:39:00,3811232,8,,
10019946381320588,00:40:00,00:40:00,3811233,9,,
10019946381320588,00:42:00,00:42:00,3811234,10,,
10019946381320588,00:43:00,00:43:00,3811235,11,,
10019946381320588,00:45:00,00:45:00,3811236,12,,
10019946381320588,00:46:00,00:46:00,3811238,13,,
10019946381320588,00:47:00,00:47:00,3811240,14,,
10019946381320588,00:48:00,00:48:00,3811242,15,,
10019946381320588,00:49:00,00:49:00,3811244,16,,
10019946381320588,00:50:00,00:50:00,3811246,17,,
10019946381320588,00:51:00,00:51:00,3811248,18,,
10019946381320588,00:53:00,00:53:00,3811250,19,,
10019946381320588,00:54:00,00:54:00,3811252,20,,
10019946381320588,00:55:00,00:55:00,3811254,21,,
10019946381320588,00:56:00,00:56:00,3811256,22,,
10019946381320588,00:57:00,00:57:00,3811258,23,,
10019946381320588,00:59:00,00:59:00,3811260,24,,
10019946381320588,01:00:00,01:00:00,3811262,25,,
10019946381320588,01:01:00,01:01:00,3811264,26,,
10019946381320588,01:02:00,01:02:00,3811266,27,,
10019946381320588,01:03:00,01:03:00,3811268,28,,
10019946381320588,01:04:00,01:04:00,3811270,29,,
10019946381320588,01:05:00,01:05:00,3811271,30,,
10019946381320588,01:05:00,01:05:00,3811272,31,,
10019946381320588,01:05:00,01:05:00,3811273,32,,
10019946381320588,01:06:00,01:06:00,3811274,33,,
10019946381320588,01:07:00,01:07:00,3811276,34,,
10019946381320588,01:08:00,01:08:00,3811278,35,,
10019946391320588,20:33:00,20:33:00,3811223,1,,
10019946391320588,20:35:00,20:35:00,3811225,2,,
10019946391320588,20:36:00,20:36:00,3811226,3,,
10019946391320588,20:37:00,20:37:00,3811227,4,,
10019946391320588,20:39:00,20:39:00,3811228,5,,
10019946391320588,20:41:00,20:41:00,3811229,6,,
10019946391320588,20:43:00,20:43:00,3811230,7,,
10019946391320588,20:44:00,20:44:00,3811232,8,,
10019946391320588,20:45:00,20:45:00,3811233,9,,
10019946391320588,20:47:00,20:47:00,3811234,10,,
10019946391320588,20:48:00,20:48:00,3811235,11,,
10019946391320588,20:51:00,20:51:00,3811236,12,,
10019946391320588,20:53:00,20:53:00,3811238,13,,
10019946391320588,20:54:00,20:54:00,3811240,14,,
10019946391320588,20:56:00,20:56:00,3811242,15,,
10019946391320588,20:57:00,20:57:00,3811244,16,,
10019946391320588,20:59:00,20:59:00,3811246,17,,
10019946391320588,21:00:00,21:00:00,3811248,18,,
10019946391320588,21:02:00,21:02:00,3811250,19,,
10019946391320588,21:03:00,21:03:00,3811252,20,,
10019946391320588,21:04:00,21:04:00,3811254,21,,
10019946391320588,21:05:00,21:05:00,3811256,22,,
10019946391320588,21:07:00,21:07:00,3811258,23,,
10019946391320588,21:08:00,21:08:00,3811260,24,,
10019946391320588,21:10:00,21:10:00,3811262,25,,
10019946391320588,21:11:00,21:11:00,3811264,26,,
10019946391320588,21:12:00,21:12:00,3811266,27,,
10019946391320588,21:13:00,21:13:00,3811268,28,,
10019946391320588,21:14:00,21:14:00,3811270,29,,
10019946391320588,21:15:00,21:15:00,3811271,30,,
10019946391320588,21:15:00,21:15:00,3811272,31,,
10019946391320588,21:15:00,21:15:00,3811273,32,,
10019946391320588,21:16:00,21:16:00,3811274,33,,
10019946391320588,21:17:00,21:17:00,3811276,34,,
10019946391320588,21:18:00,21:18:00,3811278,35,,
10019946401320588,20:08:00,20:08:00,3811223,1,,
10019946401320588,20:10:00,20:10:00,3811225,2,,
10019946401320588,20:11:00,20:11:00,3811226,3,,
10019946401320588,20:12:00,20:12:00,3811227,4,,
10019946401320588,20:14:00,20:14:00,3811228,5,,
10019946401320588,20:17:00,20:17:00,3811229,6,,
10019946401320588,20:19:00,20:19:00,3811230,7,,
10019946401320588,20:20:00,20:20:00,3811232,8,,
10019946401320588,20:22:00,20:22:00,3811233,9,,
10019946401320588,20:25:00,20:25:00,3811234,10,,
10019946401320588,20:26:00,20:26:00,3811235,11,,
10019946401320588,20:31:00,20:31:00,3811236,12,,
10019946401320588,20:33:00,20:33:00,3811238,13,,
10019946401320588,20:34:00,20:34:00,3811240,14,,
