route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color
1016543,100,"143","(ROSNY-SOUS-BOIS RER <-> ROSNY 2 - NORD) - Aller",,3,,FFFFFF,000000
1016544,100,"143","(LE BOURGET-RER.) - Retour",,3,,FFFFFF,000000
1351328,100,"143","(ROSNY-SOUS-BOIS RER <-> ROSNY-SOUS-BOIS RER) - Retour",,3,,FFFFFF,000000
1368732,100,"143","(LE BOURGET-RER <-> LYCEE EUGENE DELACROIX) - Aller",,3,,FFFFFF,000000
1368733,100,"143","(LE BOURGET-RER <-> LYCEE EUGENE DELACROIX) - Retour",,3,,FFFFFF,000000
1368734,100,"143","(LA COURNEUVE - AUBERVILLIERS RER <-> ROSNY-SOUS-BOIS RER) - Aller",,3,,FFFFFF,000000
1368735,100,"143","(LA COURNEUVE - AUBERVILLIERS RER <-> ROSNY-SOUS-BOIS RER) - Retour",,3,,FFFFFF,000000
982250,100,"143","(LA COURNEUVE - AUBERVILLIERS RER <-> ROSNY 2 - CENTRE COMMERCIAL) - Retour",,3,,FFFFFF,000000
