service_id,date,exception_type
1927683,20151008,1
1927683,20151009,1
1927683,20151012,1
1927683,20151013,1
1927683,20151015,1
1927683,20151016,1
1927683,20151102,1
1927683,20151103,1
1927683,20151105,1
1927683,20151106,1
1927683,20151109,1
1927683,20151110,1
1927683,20151112,1
1927683,20151113,1
1927683,20151116,1
1927683,20151117,1
1927683,20151119,1
1927683,20151120,1
1927683,20151123,1
1927683,20151124,1
1927683,20151126,1
1927683,20151127,1
1927683,20151130,1
1927683,20151201,1
1927683,20151203,1
1927683,20151204,1
1927683,20151207,1
1927683,20151208,1
1927683,20151210,1
1927683,20151211,1
1927683,20151214,1
1927683,20151215,1
1927683,20151217,1
1927683,20151218,1
1927682,20151007,1
1927682,20151014,1
1927682,20151104,1
1927682,20151118,1
1927682,20151125,1
1927682,20151202,1
1927682,20151209,1
1927682,20151216,1
1927685,20151010,1
1927685,20151107,1
1927685,20151114,1
1927685,20151121,1
1927685,20151128,1
1927685,20151205,1
1927685,20151212,1
1927684,20151007,1
1927684,20151014,1
1927684,20151104,1
1927684,20151118,1
1927684,20151125,1
1927684,20151202,1
1927684,20151209,1
1927684,20151216,1
1927687,20151019,1
1927687,20151020,1
1927687,20151021,1
1927687,20151022,1
1927687,20151023,1
1927687,20151026,1
1927687,20151027,1
1927687,20151028,1
1927687,20151029,1
1927687,20151030,1
1927687,20151221,1
1927687,20151222,1
1927687,20151223,1
1927687,20151224,1
1927687,20151228,1
1927687,20151229,1
1927687,20151230,1
1927687,20151231,1
1927686,20151011,1
1927686,20151018,1
1927686,20151025,1
1927686,20151101,1
1927686,20151108,1
1927686,20151111,1
1927686,20151115,1
1927686,20151122,1
1927686,20151129,1
1927686,20151206,1
1927686,20151213,1
1927686,20151220,1
1927686,20151225,1
1927686,20151227,1
1927689,20151007,1
1927689,20151014,1
1927689,20151104,1
1927689,20151118,1
1927689,20151125,1
1927689,20151202,1
1927689,20151209,1
1927689,20151216,1
1927688,20151008,1
1927688,20151009,1
1927688,20151012,1
1927688,20151013,1
1927688,20151015,1
1927688,20151016,1
1927688,20151102,1
1927688,20151103,1
1927688,20151105,1
1927688,20151106,1
1927688,20151109,1
1927688,20151110,1
1927688,20151112,1
1927688,20151113,1
1927688,20151116,1
1927688,20151117,1
1927688,20151119,1
1927688,20151120,1
1927688,20151123,1
1927688,20151124,1
1927688,20151126,1
1927688,20151127,1
1927688,20151130,1
1927688,20151201,1
1927688,20151203,1
1927688,20151204,1
1927688,20151207,1
1927688,20151208,1
1927688,20151210,1
1927688,20151211,1
1927688,20151214,1
1927688,20151215,1
1927688,20151217,1
1927688,20151218,1
1927680,20151007,1
1927680,20151014,1
1927680,20151104,1
1927680,20151118,1
1927680,20151125,1
1927680,20151202,1
1927680,20151209,1
1927680,20151216,1
1927681,20151008,1
1927681,20151009,1
1927681,20151012,1
1927681,20151013,1
1927681,20151015,1
1927681,20151016,1
1927681,20151102,1
1927681,20151103,1
1927681,20151105,1
1927681,20151106,1
1927681,20151109,1
1927681,20151110,1
1927681,20151112,1
1927681,20151113,1
1927681,20151116,1
1927681,20151117,1
1927681,20151119,1
1927681,20151120,1
1927681,20151123,1
1927681,20151124,1
1927681,20151126,1
1927681,20151127,1
1927681,20151130,1
1927681,20151201,1
1927681,20151203,1
1927681,20151204,1
1927681,20151207,1
1927681,20151208,1
1927681,20151210,1
1927681,20151211,1
1927681,20151214,1
1927681,20151215,1
1927681,20151217,1
1927681,20151218,1
1927679,20151008,1
1927679,20151009,1
1927679,20151012,1
1927679,20151013,1
1927679,20151015,1
1927679,20151016,1
1927679,20151102,1
1927679,20151103,1
1927679,20151105,1
1927679,20151106,1
1927679,20151109,1
1927679,20151110,1
1927679,20151112,1
1927679,20151113,1
1927679,20151116,1
1927679,20151117,1
1927679,20151119,1
1927679,20151120,1
1927679,20151123,1
1927679,20151124,1
1927679,20151126,1
1927679,20151127,1
1927679,20151130,1
1927679,20151201,1
1927679,20151203,1
1927679,20151204,1
1927679,20151207,1
1927679,20151208,1
1927679,20151210,1
1927679,20151211,1
1927679,20151214,1
1927679,20151215,1
1927679,20151217,1
1927679,20151218,1
1927674,20151019,1
1927674,20151020,1
1927674,20151021,1
1927674,20151022,1
1927674,20151023,1
1927674,20151026,1
1927674,20151027,1
1927674,20151028,1
1927674,20151029,1
1927674,20151030,1
1927674,20151221,1
1927674,20151222,1
1927674,20151223,1
1927674,20151224,1
1927674,20151228,1
1927674,20151229,1
1927674,20151230,1
1927674,20151231,1
1927690,20151010,1
1927690,20151107,1
1927690,20151114,1
1927690,20151121,1
1927690,20151128,1
1927690,20151205,1
1927690,20151212,1
1927673,20151011,1
1927673,20151018,1
1927673,20151025,1
1927673,20151101,1
1927673,20151108,1
1927673,20151111,1
1927673,20151115,1
1927673,20151122,1
1927673,20151129,1
1927673,20151206,1
1927673,20151213,1
1927673,20151220,1
1927673,20151225,1
1927673,20151227,1
1927692,20151011,1
1927692,20151018,1
1927692,20151025,1
1927692,20151101,1
1927692,20151108,1
1927692,20151111,1
1927692,20151115,1
1927692,20151122,1
1927692,20151129,1
1927692,20151206,1
1927692,20151213,1
1927692,20151220,1
1927692,20151225,1
1927692,20151227,1
1927691,20151017,1
1927691,20151024,1
1927691,20151031,1
1927691,20151219,1
1927691,20151226,1
1927678,20151017,1
1927678,20151024,1
1927678,20151031,1
1927678,20151219,1
1927678,20151226,1
1927677,20151010,1
1927677,20151107,1
1927677,20151114,1
1927677,20151121,1
1927677,20151128,1
1927677,20151205,1
1927677,20151212,1
1927676,20151007,1
1927676,20151014,1
1927676,20151104,1
1927676,20151118,1
1927676,20151125,1
1927676,20151202,1
1927676,20151209,1
1927676,20151216,1
1927675,20151008,1
1927675,20151009,1
1927675,20151012,1
1927675,20151013,1
1927675,20151015,1
1927675,20151016,1
1927675,20151102,1
1927675,20151103,1
1927675,20151105,1
1927675,20151106,1
1927675,20151109,1
1927675,20151110,1
1927675,20151112,1
1927675,20151113,1
1927675,20151116,1
1927675,20151117,1
1927675,20151119,1
1927675,20151120,1
