service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
2000173,0,0,0,0,0,0,0,20151012,20151116
1961917,0,0,0,0,0,0,0,20151018,20151227
2000174,0,0,0,0,0,0,0,20151123,20151214
1961919,0,0,0,0,0,0,0,20151017,20151226
2000175,0,0,0,0,0,0,0,20151007,20151120
11961919,0,0,0,0,0,0,0,20151018,20151227
2000176,0,0,0,0,0,0,0,20151124,20151218
2000171,0,0,0,0,0,0,0,20151011,20151213
2000172,0,0,0,0,0,0,0,20151019,20151231
12000171,0,0,0,0,0,0,0,20151012,20151214
12000174,0,0,0,0,0,0,0,20151124,20151215
12000175,0,0,0,0,0,0,0,20151008,20151121
12000172,0,0,0,0,0,0,0,20151020,20160101
12000173,0,0,0,0,0,0,0,20151013,20151117
12000176,0,0,0,0,0,0,0,20151125,20151219
12000177,0,0,0,0,0,0,0,20151011,20151220
11961917,0,0,0,0,0,0,0,20151019,20151228
2000177,0,0,0,0,0,0,0,20151010,20151219
