service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
1928786,0,0,0,0,0,0,0,20151007,20151216
1928787,0,0,0,0,0,0,0,20151010,20151219
1928788,0,0,0,0,0,0,0,20151024,20151226
1928789,0,0,0,0,0,0,0,20151008,20151218
1928782,0,0,0,0,0,0,0,20151010,20151219
1928783,0,0,0,0,0,0,0,20151011,20151227
1928784,0,0,0,0,0,0,0,20151019,20151231
1928785,0,0,0,0,0,0,0,20151008,20151218
1928791,0,0,0,0,0,0,0,20151010,20151219
1928781,0,0,0,0,0,0,0,20151007,20151216
1928790,0,0,0,0,0,0,0,20151007,20151216
1928774,0,0,0,0,0,0,0,20151011,20151227
1928780,0,0,0,0,0,0,0,20151008,20151218
1928776,0,0,0,0,0,0,0,20151008,20151218
1928775,0,0,0,0,0,0,0,20151019,20151231
1928778,0,0,0,0,0,0,0,20151010,20151219
1928777,0,0,0,0,0,0,0,20151007,20151216
1928779,0,0,0,0,0,0,0,20151024,20151226
