from_stop_id,to_stop_id,transfer_type,min_transfer_time
3681469,4208572,2,128
5231538,3682686,2,29
3681607,4208560,2,9
5231668,3682646,2,128
3681463,4208580,2,39
4614512,4208532,2,29
3681652,4208540,2,114
4614512,4208531,2,11
3681469,4208574,2,47
3681652,4208539,2,125
3681530,4208567,2,17
3681605,3682672,2,12
4614507,4208526,2,140
3681605,3682670,2,130
3681503,4208543,2,24
5231551,3682649,2,70
4614649,4208527,2,66
3681469,3682688,2,47
3681469,3682686,2,128
3681491,4208586,2,56
3639437,3682656,2,31
3639437,3682655,2,46
3681456,4208589,2,12
3677692,4208564,2,81
4614562,4208600,2,117
3616866,4208517,2,40
3677692,4208565,2,9
3616866,4208518,2,40
5231690,3682701,2,18
3677732,3682684,2,16
3677732,4208570,2,16
3677701,4208568,2,30
3681497,4208568,2,30
3681651,4208537,2,22
1839,3682674,2,278
1839,3682675,2,284
4614513,3682647,2,34
3681651,4208538,2,52
5231673,3682656,2,16
5231542,4208564,2,72
5231532,3682698,2,12
3681528,3682664,2,21
3681695,4208537,2,52
3681695,4208538,2,83
3677691,4208556,2,36
3677691,4208555,2,131
4028877,3682634,2,51
4028810,4208518,2,51
4028810,4208517,2,51
3677691,4208557,2,36
3677691,4208554,2,128
4028877,3682633,2,51
3681529,3682679,2,72
3681490,3682698,2,12
3677684,4208562,2,102
3677684,4208563,2,104
5231681,3682683,2,30
3677738,4208557,2,36
3681488,3682702,2,86
3681453,3682700,2,18
1839,4208561,2,284
3677738,4208555,2,131
1839,4208560,2,278
3677738,4208556,2,36
5231546,4146253,2,24
4028878,3682634,2,36
3677738,4208554,2,128
4028878,3682633,2,36
3681541,4208593,2,86
3639446,3682662,2,124
3639446,3682661,2,120
3681489,4208590,2,18
3677651,3682706,2,90
3681643,4208561,2,14
3681643,4208560,2,7
5231680,4208567,2,17
3681530,3682681,2,17
3677651,3682707,2,90
3681563,3682653,2,25
3681563,3682654,2,57
3677651,3682704,2,139
5231680,3682681,2,17
3681459,3682695,2,122
5231685,3682691,2,28
3681459,3682694,2,134
3922317,3682634,2,40
3922317,3682633,2,40
3677690,3682671,2,47
3677690,3682670,2,37
3677690,3682673,2,139
3677652,4208594,2,139
3681606,4208561,2,9
3677652,4208597,2,90
3681499,4208564,2,72
3677652,4208596,2,90
3681487,4208594,2,24
3681466,3682693,2,17
3681498,4208566,2,17
3681651,3682654,2,52
4028811,4208518,2,36
3681450,4208595,2,24
3681651,3682653,2,22
5231533,4208586,2,56
3681488,4208592,2,86
5231541,3682680,2,17
3681495,3682686,2,29
5231682,4208571,2,16
4028811,4208517,2,36
3681503,4146253,2,24
3681537,4208585,2,134
3681537,4208584,2,108
5231672,3682654,2,32
5231530,4208592,2,86
3681454,4208591,2,18
3681536,3682693,2,17
3681522,3682653,2,52
3681522,3682654,2,83
3677688,4208556,2,130
3677688,4208558,2,12
5231535,4208578,2,17
3681563,4208537,2,25
3681563,4208538,2,57
3616886,3682635,2,27
5231540,3682682,2,30
3681464,4208581,2,39
5231549,4208537,2,32
5231531,4208590,2,18
5231692,4208595,2,24
5231690,4208591,2,18
4614721,4208526,2,104
3681539,3682699,2,12
3681542,4208595,2,24
