service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
11976318,0,0,0,0,0,0,0,20151011,20151220
1976318,0,0,0,0,0,0,0,20151010,20151219
1976316,0,0,0,0,0,0,0,20151019,20151231
1976319,0,0,0,0,0,0,0,20151024,20151226
11976319,0,0,0,0,0,0,0,20151025,20151227
1976315,0,0,0,0,0,0,0,20151007,20151218
1976312,0,0,0,0,0,0,0,20151011,20151213
11976313,0,0,0,0,0,0,0,20151019,20151228
1976313,0,0,0,0,0,0,0,20151018,20151227
11976316,0,0,0,0,0,0,0,20151020,20160101
11976315,0,0,0,0,0,0,0,20151008,20151219
11976312,0,0,0,0,0,0,0,20151012,20151214
