service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
1931217,0,0,0,0,0,0,0,20151024,20151226
1931199,0,0,0,0,0,0,0,20151011,20151227
1931216,0,0,0,0,0,0,0,20151010,20151219
1931215,0,0,0,0,0,0,0,20151019,20151231
1931214,0,0,0,0,0,0,0,20151007,20151217
1931213,0,0,0,0,0,0,0,20151111,20151220
1931212,0,0,0,0,0,0,0,20151011,20151227
1931211,0,0,0,0,0,0,0,20151225,20151225
1931210,0,0,0,0,0,0,0,20151023,20151030
11931216,0,0,0,0,0,0,0,20151011,20151220
11931215,0,0,0,0,0,0,0,20151020,20160101
11931214,0,0,0,0,0,0,0,20151008,20151218
11931213,0,0,0,0,0,0,0,20151112,20151221
11931219,0,0,0,0,0,0,0,20151024,20151031
11931218,0,0,0,0,0,0,0,20151010,20151219
11931217,0,0,0,0,0,0,0,20151025,20151227
1931198,0,0,0,0,0,0,0,20151225,20151225
11931211,0,0,0,0,0,0,0,20151226,20151226
11931212,0,0,0,0,0,0,0,20151012,20151228
1931209,0,0,0,0,0,0,0,20151009,20151218
1931207,0,0,0,0,0,0,0,20151007,20151217
1931208,0,0,0,0,0,0,0,20151019,20151231
1931200,0,0,0,0,0,0,0,20151111,20151220
1931202,0,0,0,0,0,0,0,20151019,20151231
1931201,0,0,0,0,0,0,0,20151007,20151217
11931198,0,0,0,0,0,0,0,20151226,20151226
1931204,0,0,0,0,0,0,0,20151024,20151226
1931203,0,0,0,0,0,0,0,20151010,20151219
11931199,0,0,0,0,0,0,0,20151012,20151228
1931206,0,0,0,0,0,0,0,20151023,20151030
1931205,0,0,0,0,0,0,0,20151009,20151218
11931201,0,0,0,0,0,0,0,20151008,20151218
11931200,0,0,0,0,0,0,0,20151112,20151221
11931206,0,0,0,0,0,0,0,20151024,20151031
11931204,0,0,0,0,0,0,0,20151025,20151227
11931205,0,0,0,0,0,0,0,20151010,20151219
11931202,0,0,0,0,0,0,0,20151020,20160101
11931203,0,0,0,0,0,0,0,20151011,20151220
1931218,0,0,0,0,0,0,0,20151009,20151218
1931219,0,0,0,0,0,0,0,20151023,20151030
