stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,location_type,parent_station
4314843,,"LE COR DE CHASSE","RUE DE THIAIS - 94073",48.759205921508666,2.3694466265799434,0,
4314842,,"LE COR DE CHASSE","ROUTE DE THIAIS - 94073",48.759448634048056,2.3693244252130907,0,
4314841,,"BELLE EPINE NORD","BOULEVARD DU NORD - 94073",48.75863049508269,2.370125991258024,0,
4314840,,"BELLE EPINE NORD","BOULEVARD DU NORD - 94073",48.75846851876445,2.3708056078475495,0,
4314795,,"AVENUE SAINT-MARC","RUE DES CANADIENS - 91377",48.733178849525345,2.287224513071842,0,
4314794,,"AVENUE SAINT-MARC","67 RUE DES CANADIENS - 91377",48.73294496958157,2.28678993142112,0,
4314793,,"HELENE BOUCHER","1 RUE DE ROME - 91377",48.731469602983324,2.283856501392165,0,
4314792,,"HELENE BOUCHER","RUE DE LISBONNE - 91377",48.732252260868215,2.2853775008007173,0,
4314799,,"BIARRITZ","1 RUE D'ALGER - 91377",48.734889288669834,2.294003387399992,0,
4314798,,"BIARRITZ","FACE 5 RUE D'ALGER - 91377",48.73481745136846,2.2941936819238933,0,
4314797,,"PLACE DE FRANCE","RUE DES CANADIENS - 91377",48.73361104650575,2.289058461406938,0,
4314796,,"PLACE DE FRANCE","RUE DES CANADIENS - 91377",48.73370125203245,2.2898600642683493,0,
4314848,,"PONT DE RUNGIS-RER","ROUTE DE FONTAINEBLEAU - 94065",48.747215807095856,2.3690450482901046,0,
4314849,,"JUMELAGE","1 RUE DE MONTJEAN - 91689",48.73678439660668,2.3287481437712403,0,
4314791,,"MOSCOU-ROME","FACE 11 RUE DE ROME - 91377",48.730337365280135,2.284509841439496,0,
4314846,,"MARCHE INTERNATIONAL DE RUNGIS","AVENUE DE LA CITE - 94021",48.76338788403687,2.3583415571494344,0,
4314790,,"MOSCOU-ROME","RUE D'ESPAGNE - 91377",48.729699558758426,2.2853392869169173,0,
4314847,,"MARCHE INTERNATIONAL DE RUNGIS","AVENUE DE LA CITE - 94021",48.76338788403687,2.3583415571494344,0,
4314844,,"PORTE DE THIAIS","RUE DE THIAIS - 94021",48.759647325903956,2.3655724136005585,0,
4314845,,"PORTE DE THIAIS","RUE DE THIAIS - 94021",48.75911678578232,2.366564526644527,0,
4314830,,"LINDBERGH","RUE DES SOLETS - 94065",48.74484505519896,2.3596659339806934,0,
4314832,,"LES AVERNAISES","CHEMIN DES AVERNAISES - 91479",48.74406243660473,2.362845799955751,0,
4314831,,"LES AVERNAISES","CHEMIN DES AVERNAISES - 91479",48.74437677346975,2.3639875731300255,0,
4314837,,"LES ALOUETTES-PONT D'ESPAGNE","RUE DES ALOUETTES - 94073",48.752661280760584,2.3738194740816083,0,
4314838,,"BELLE EPINE SUD","AVENUE DE L'EUROPE - 94073",48.75619495336553,2.3692272607020177,0,
4314839,,"BELLE EPINE SUD","AVENUE DE L'EUROPE - 94073",48.755745633075236,2.3689007361969465,0,
4314833,,"PONT DE RUNGIS-RER","ROUTE DE FONTAINEBLEAU (EX RN7) - 94073",48.74663144489944,2.3695203858416476,0,
4314834,,"HAUTS FLOUVIERS","RUE DES ALOUETTES - 94073",48.74892323295724,2.370269362301901,0,
4314835,,"HAUTS FLOUVIERS","RUE DES ALOUETTES - 94073",48.748824445429925,2.369970278656935,0,
4314836,,"LES ALOUETTES-PONT D'ESPAGNE","RUE DES ALOUETTES - 94073",48.75246346958303,2.374050412684415,0,
4314821,,"LA FRATERNELLE-RER","AVENUE DE LA GARE - 94065",48.74116991504279,2.3531412182294513,0,
4314820,,"CUCHERON","BOULEVARD DE L'EUROPE - 91689",48.73453761736959,2.335719218102518,0,
4314778,,"GALVANI NORD","RUE GALVANI - 91377",48.72419948793552,2.2691373654110616,0,
4314779,,"GALVANI NORD","RUE GALVANI - 91377",48.72419031999736,2.2688249126725273,0,
4314777,,"GALVANI SUD","6 RUE GALVANI - 91377",48.72269936030673,2.270783119401868,0,
4314776,,"GALVANI SUD","3 RUE GALVANI - 91377",48.722573795601974,2.2712723399342725,0,
4314775,,"CIMETIERE DE MASSY","17 RUE AMPERE - 91377",48.71895856592258,2.2679488324049153,0,
4314774,,"CIMETIERE DE MASSY","FACE 17 RUE AMPERE - 91377",48.720128923204506,2.2712211042340074,0,
4314773,,"AMPERE SUD","9 RUE AMPERE - 91377",48.71952362096611,2.265896864471809,0,
4314772,,"AMPERE SUD","14 R AMPERE - 91377",48.719901256044814,2.2661001109027317,0,
4314771,,"RUE DE PARIS","8-10 AVENUE RAMOLFO GARNIER - 91377",48.72284681621443,2.2618303676799454,0,
4314770,,"MASSY-PALAISEAU RER","RUE CARNOT - 91377",48.72492240887915,2.2606997511595344,0,
4314824,,"LES SOLETS","5 RUE DE LONGJUMEAU - 94065",48.74338076869051,2.3549494218025053,0,
4314825,,"ROBERT SCHUMAN","43 AVENUE ROBERT SCHUMAN - 94065",48.745987423719335,2.354488211356527,0,
4314822,,"LA FRATERNELLE-RER","81 AVENUE DE LA GARE - 94065",48.74146657061818,2.3528151504905366,0,
4314823,,"LES SOLETS","8 RUE LONGJUMEAU - 94065",48.74349759957139,2.3550581852984696,0,
4314828,,"RUE D'ARCUEIL","40 - 48 RUE D'ARCUEIL - 94065",48.74672408000925,2.3569212998815887,0,
4314829,,"LINDBERGH","RUE DES SOLETS - 94065",48.74479109752754,2.3598154095515556,0,
4314826,,"ROBERT SCHUMAN","44 AVENUE ROBERT SCHUMAN - 94065",48.746122252953676,2.3544474826124504,0,
4314827,,"RUE D'ARCUEIL","17 AVENUE ROBERT SCHUMAN - 94065",48.74671519143844,2.3563096877322587,0,
4314810,,"VILLEMILAN","RUE ANDRE DOLIMIER - 91689",48.7333133922324,2.3164245743357395,0,
4314789,,"AUSTRALIE","AVENUE NATIONALE - 91377",48.72788290719792,2.2830857604019945,0,
4314786,,"JEAN MERMOZ","54 RUE DE LONGJUMEAU - 91377",48.728042941856216,2.2793629122347263,0,
4314819,,"CUCHERON","BOULEVARD DE L'EUROPE - 91689",48.73435784707985,2.335420285739719,0,
4314785,,"GABRIEL PERI","3 RUE FUSTEL DE COULANGES - 91377",48.729353668825254,2.2762229087458588,0,
4314788,,"AUSTRALIE","21 AV NATIONALE - 91377",48.727847083549705,2.2833711116416517,0,
4314787,,"JEAN MERMOZ","29 RUE DE LONGJUMEAU - 91377",48.728177760401586,2.27934917567897,0,
4314782,,"8 MAI 1945","RUE DU 8 MAI 1945 - 91377",48.72795025712105,2.2738741077748967,0,
