trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,shape_dist_traveled
1019984161185948,11:35:00,11:35:00,5020412,1,,
1019984161185948,11:36:00,11:36:00,5020414,2,,
1019984161185948,11:37:00,11:37:00,5020415,3,,
1019984161185948,11:37:00,11:37:00,5020417,4,,
1019984161185948,11:39:00,11:39:00,5020419,5,,
1019984161185948,11:40:00,11:40:00,5020421,6,,
1019984161185948,11:40:00,11:40:00,5020423,7,,
1019984161185948,11:42:00,11:42:00,5020425,8,,
1019984161185948,11:44:00,11:44:00,5020427,9,,
1019984161185948,11:46:00,11:46:00,5020428,10,,
1019984161185948,11:47:00,11:47:00,5020430,11,,
1019984161185948,11:48:00,11:48:00,5020432,12,,
1019984161185948,11:50:00,11:50:00,5020433,13,,
1019984161185948,11:52:00,11:52:00,5020435,14,,
1019984161185948,11:52:00,11:52:00,5020436,15,,
1019984161185948,11:53:00,11:53:00,5020437,16,,
1019984161185948,11:57:00,11:57:00,5020439,17,,
1019984161185948,11:59:00,11:59:00,5020440,18,,
1019984161185948,12:00:00,12:00:00,5020442,19,,
1019984161185948,12:01:00,12:01:00,5020444,20,,
1019984161185948,12:03:00,12:03:00,5020446,21,,
1019984161185948,12:06:00,12:06:00,5020448,22,,
1019984161185948,12:07:00,12:07:00,5020450,23,,
1019984161185948,12:11:00,12:11:00,5020451,24,,
1019984161185948,12:14:00,12:14:00,5020453,25,,
1019984161185948,12:15:00,12:15:00,5020454,26,,
1019984161185948,12:17:00,12:17:00,5020455,27,,
1019984161185948,12:18:00,12:18:00,5020456,28,,
1019984171185948,08:50:00,08:50:00,5020412,1,,
1019984171185948,08:51:00,08:51:00,5020414,2,,
1019984171185948,08:52:00,08:52:00,5020415,3,,
1019984171185948,08:52:00,08:52:00,5020417,4,,
1019984171185948,08:54:00,08:54:00,5020419,5,,
1019984171185948,08:55:00,08:55:00,5020421,6,,
1019984171185948,08:55:00,08:55:00,5020423,7,,
1019984171185948,08:57:00,08:57:00,5020425,8,,
1019984171185948,08:59:00,08:59:00,5020427,9,,
1019984171185948,09:01:00,09:01:00,5020428,10,,
1019984171185948,09:02:00,09:02:00,5020430,11,,
1019984171185948,09:03:00,09:03:00,5020432,12,,
1019984171185948,09:05:00,09:05:00,5020433,13,,
1019984171185948,09:07:00,09:07:00,5020435,14,,
1019984171185948,09:08:00,09:08:00,5020436,15,,
1019984171185948,09:09:00,09:09:00,5020437,16,,
1019984171185948,09:13:00,09:13:00,5020439,17,,
1019984171185948,09:15:00,09:15:00,5020440,18,,
1019984171185948,09:16:00,09:16:00,5020442,19,,
1019984171185948,09:17:00,09:17:00,5020444,20,,
1019984171185948,09:19:00,09:19:00,5020446,21,,
1019984171185948,09:22:00,09:22:00,5020448,22,,
1019984171185948,09:23:00,09:23:00,5020450,23,,
1019984171185948,09:27:00,09:27:00,5020451,24,,
1019984171185948,09:31:00,09:31:00,5020453,25,,
1019984171185948,09:32:00,09:32:00,5020454,26,,
1019984171185948,09:34:00,09:34:00,5020455,27,,
1019984171185948,09:35:00,09:35:00,5020456,28,,
1019984181185948,08:50:00,08:50:00,5020412,1,,
1019984181185948,08:51:00,08:51:00,5020414,2,,
1019984181185948,08:52:00,08:52:00,5020415,3,,
1019984181185948,08:52:00,08:52:00,5020417,4,,
1019984181185948,08:54:00,08:54:00,5020419,5,,
1019984181185948,08:55:00,08:55:00,5020421,6,,
1019984181185948,08:55:00,08:55:00,5020423,7,,
1019984181185948,08:57:00,08:57:00,5020425,8,,
1019984181185948,08:59:00,08:59:00,5020427,9,,
1019984181185948,09:01:00,09:01:00,5020428,10,,
1019984181185948,09:02:00,09:02:00,5020430,11,,
1019984181185948,09:03:00,09:03:00,5020432,12,,
1019984181185948,09:05:00,09:05:00,5020433,13,,
1019984181185948,09:08:00,09:08:00,5020435,14,,
