service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
1984315,0,0,0,0,0,0,0,20151009,20151218
11984315,0,0,0,0,0,0,0,20151010,20151219
11984314,0,0,0,0,0,0,0,20151011,20151220
11984311,0,0,0,0,0,0,0,20151010,20151219
11984310,0,0,0,0,0,0,0,20151008,20151218
11984313,0,0,0,0,0,0,0,20151008,20151218
11984312,0,0,0,0,0,0,0,20151012,20151214
1961861,0,0,0,0,0,0,0,20151019,20151231
11961860,0,0,0,0,0,0,0,20151019,20151228
1961860,0,0,0,0,0,0,0,20151018,20151227
11961862,0,0,0,0,0,0,0,20151018,20151227
1984309,0,0,0,0,0,0,0,20151010,20151219
1961863,0,0,0,0,0,0,0,20151023,20151030
11961861,0,0,0,0,0,0,0,20151020,20160101
1961862,0,0,0,0,0,0,0,20151017,20151226
11961864,0,0,0,0,0,0,0,20151019,20151228
1984307,0,0,0,0,0,0,0,20151011,20151213
1961865,0,0,0,0,0,0,0,20151019,20151231
11961863,0,0,0,0,0,0,0,20151024,20151031
1961864,0,0,0,0,0,0,0,20151018,20151227
11961866,0,0,0,0,0,0,0,20151018,20151227
1961867,0,0,0,0,0,0,0,20151023,20151030
11961865,0,0,0,0,0,0,0,20151020,20160101
1961866,0,0,0,0,0,0,0,20151017,20151226
11961867,0,0,0,0,0,0,0,20151024,20151031
1984313,0,0,0,0,0,0,0,20151007,20151217
1984314,0,0,0,0,0,0,0,20151010,20151219
1984311,0,0,0,0,0,0,0,20151009,20151218
1984312,0,0,0,0,0,0,0,20151011,20151213
11984309,0,0,0,0,0,0,0,20151011,20151220
1984310,0,0,0,0,0,0,0,20151007,20151217
11984307,0,0,0,0,0,0,0,20151012,20151214
