trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,shape_dist_traveled
10019781120870494,17:54:00,17:54:00,3688076,1,,
10019781120870494,17:55:00,17:55:00,3688077,2,,
10019781120870494,17:57:00,17:57:00,3688078,3,,
10019781120870494,17:59:00,17:59:00,3688079,4,,
10019781120870494,18:02:00,18:02:00,3688080,5,,
10019781120870494,18:04:00,18:04:00,3688081,6,,
10019781120870494,18:04:00,18:04:00,3688082,7,,
10019781120870494,18:06:00,18:06:00,3688083,8,,
10019781120870494,18:06:00,18:06:00,3688084,9,,
10019781120870494,18:07:00,18:07:00,3688085,10,,
10019781120870494,18:09:00,18:09:00,3688086,11,,
10019781120870494,18:10:00,18:10:00,3688087,12,,
10019781120870494,18:13:00,18:13:00,3688088,13,,
10019781120870494,18:14:00,18:14:00,3688089,14,,
10019781120870494,18:16:00,18:16:00,3688090,15,,
10019781120870494,18:18:00,18:18:00,3688091,16,,
10019781120870494,18:20:00,18:20:00,3688092,17,,
10019781120870494,18:21:00,18:21:00,3688093,18,,
10019781120870494,18:23:00,18:23:00,3688094,19,,
10019781120870494,18:27:00,18:27:00,3688095,20,,
10019781150870494,16:33:00,16:33:00,3688076,1,,
10019781150870494,16:36:00,16:36:00,3688077,2,,
10019781150870494,16:38:00,16:38:00,3688078,3,,
10019781150870494,16:39:00,16:39:00,3688079,4,,
10019781150870494,16:42:00,16:42:00,3688080,5,,
10019781150870494,16:44:00,16:44:00,3688081,6,,
10019781150870494,16:44:00,16:44:00,3688082,7,,
10019781150870494,16:46:00,16:46:00,3688083,8,,
10019781150870494,16:46:00,16:46:00,3688084,9,,
10019781150870494,16:46:00,16:46:00,3688085,10,,
10019781150870494,16:48:00,16:48:00,3688086,11,,
10019781150870494,16:49:00,16:49:00,3688087,12,,
10019781150870494,16:53:00,16:53:00,3688088,13,,
10019781150870494,16:54:00,16:54:00,3688089,14,,
10019781150870494,16:56:00,16:56:00,3688090,15,,
10019781150870494,16:58:00,16:58:00,3688091,16,,
10019781150870494,16:59:00,16:59:00,3688092,17,,
10019781150870494,17:00:00,17:00:00,3688093,18,,
10019781150870494,17:02:00,17:02:00,3688094,19,,
10019781150870494,17:06:00,17:06:00,3688095,20,,
10019781170870494,17:54:00,17:54:00,3688076,1,,
10019781170870494,17:55:00,17:55:00,3688077,2,,
10019781170870494,17:57:00,17:57:00,3688078,3,,
10019781170870494,17:59:00,17:59:00,3688079,4,,
10019781170870494,18:02:00,18:02:00,3688080,5,,
10019781170870494,18:04:00,18:04:00,3688081,6,,
10019781170870494,18:04:00,18:04:00,3688082,7,,
10019781170870494,18:06:00,18:06:00,3688083,8,,
10019781170870494,18:06:00,18:06:00,3688084,9,,
10019781170870494,18:07:00,18:07:00,3688085,10,,
10019781170870494,18:09:00,18:09:00,3688086,11,,
10019781170870494,18:10:00,18:10:00,3688087,12,,
10019781170870494,18:13:00,18:13:00,3688088,13,,
10019781170870494,18:14:00,18:14:00,3688089,14,,
10019781170870494,18:16:00,18:16:00,3688090,15,,
10019781170870494,18:18:00,18:18:00,3688091,16,,
10019781170870494,18:20:00,18:20:00,3688092,17,,
10019781170870494,18:21:00,18:21:00,3688093,18,,
