service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
11876936,0,0,0,0,0,0,0,20151008,20151219
11876937,0,0,0,0,0,0,0,20151020,20160101
11876947,0,0,0,0,0,0,0,20151008,20151219
11876948,0,0,0,0,0,0,0,20151020,20160101
11876933,0,0,0,0,0,0,0,20151012,20151228
1876951,0,0,0,0,0,0,0,20151010,20151219
1876952,0,0,0,0,0,0,0,20151024,20151226
11876944,0,0,0,0,0,0,0,20151012,20151228
11876941,0,0,0,0,0,0,0,20151025,20151227
1876940,0,0,0,0,0,0,0,20151010,20151219
1876941,0,0,0,0,0,0,0,20151024,20151226
11876940,0,0,0,0,0,0,0,20151011,20151220
1876933,0,0,0,0,0,0,0,20151011,20151227
11876952,0,0,0,0,0,0,0,20151025,20151227
11876951,0,0,0,0,0,0,0,20151011,20151220
1876936,0,0,0,0,0,0,0,20151007,20151218
1876948,0,0,0,0,0,0,0,20151019,20151231
1876947,0,0,0,0,0,0,0,20151007,20151218
1876937,0,0,0,0,0,0,0,20151019,20151231
1876944,0,0,0,0,0,0,0,20151011,20151227
