from_stop_id,to_stop_id,transfer_type,min_transfer_time
3619405,5478422,2,23
5478437,3687045,2,96
4723875,5478457,2,2
4723875,5478458,2,12
4378328,5478438,2,32
5478458,1919,2,268
5478438,4035949,2,32
5478438,4035948,2,69
5478461,4036224,2,119
4378328,5478436,2,68
5478456,2244,2,316
5478433,3663656,2,133
5478404,3685679,2,49
5478405,3685859,2,27
5478405,3685679,2,39
3619475,5478460,2,121
5478404,3685680,2,71
3686731,5478429,2,19
5478314,5478430,2,33
5478405,4028836,2,54
5478405,4028837,2,45
5478319,5478438,2,76
5478422,1904,2,256
4723844,5478430,2,33
4614399,5478428,2,36
5478436,3663624,2,59
4614399,5478429,2,19
4614396,5478433,2,133
5478404,3685788,2,49
5478444,3663589,2,81
4798794,5478405,2,99
4798794,5478404,2,35
5478437,4035948,2,139
5478404,4036220,2,35
5478434,3663655,2,64
5478437,3730100,2,139
5478433,3663685,2,136
5478404,3685789,2,71
5478438,3663579,2,32
5478431,4035944,2,33
5478461,3619433,2,143
5478263,5478433,2,26
4614395,5478433,2,98
5478460,3619434,2,121
4614395,5478432,2,120
5478460,3619435,2,118
5478436,3663699,2,59
5478405,3686057,2,54
4723845,5478433,2,26
5478405,3685733,2,39
5478437,3687034,2,139
5478436,3730099,2,68
5478438,3730100,2,69
5478436,3663683,2,68
5478435,3663655,2,52
3748005,5478404,2,71
3619838,5478461,2,143
5478440,3687046,2,14
5478436,3663608,2,68
5478437,3687001,2,82
5478437,3687000,2,96
5478423,1904,2,260
5478404,3689162,2,71
5478405,4036191,2,54
5478433,3663622,2,60
4614398,5478431,2,33
3619405,5478461,2,143
5478404,4458830,2,72
5478404,4028764,2,27
5478404,4028763,2,21
5478422,3619432,2,54
5478422,3619433,2,23
5478438,3663699,2,30
5478423,2300,2,260
5478435,3663684,2,52
5478433,1671,2,270
5478432,3730102,2,119
5478315,5478433,2,26
5478432,3730101,2,118
5478457,1919,2,280
3747958,5478407,2,66
5478433,3663610,2,136
5478432,3663697,2,62
5478438,3663683,2,32
5478321,5478436,2,76
5478346,5478457,2,34
5478346,5478458,2,35
5478456,1919,2,316
5478433,4035997,2,133
3687698,5478405,2,94
3687698,5478404,2,24
3619406,5478460,2,121
5478444,3663614,2,70
5478404,3686057,2,21
5478436,3663654,2,68
4723848,5478434,2,27
5478442,3663588,2,56
5478404,3922294,2,21
5478460,4036225,2,121
5478422,2300,2,256
5478434,3663684,2,64
5478440,3687002,2,14
5478404,3689026,2,63
3619838,5478422,2,23
5478443,3663664,2,45
5478405,4037160,2,71
5478435,3663698,2,27
5478405,4037161,2,99
3686751,5478458,2,14
5478405,4028764,2,45
5478404,3685860,2,71
3686751,5478457,2,16
5478436,3730100,2,51
5478405,4028763,2,54
5478264,5478435,2,27
3686734,5478435,2,27
4723843,5478431,2,33
4378329,5478437,2,139
5478433,3730101,2,95
4378329,5478438,2,69
5478433,3730102,2,95
4378329,5478436,2,51
5478457,2244,2,280
5478404,3786174,2,71
5478261,5478429,2,19
4723841,5478429,2,19
4109729,5478404,2,27
5478435,3663580,2,52
4109729,5478405,2,45
4723847,5478435,2,27
5478432,4035945,2,62
5478433,2481,2,270
5478345,5478458,2,12
5478345,5478457,2,2
5478438,3663654,2,32
5478405,2035,2,270
5478458,2244,2,268
5478439,3687003,2,14
4723851,5478436,2,76
4378330,5478433,2,95
3748006,5478404,2,48
3748006,5478405,2,109
5478460,3619393,2,118
5478460,3619392,2,121
4378330,5478432,2,118
4614397,5478430,2,75
4614397,5478431,2,44
3686735,5478438,2,76
5478313,5478431,2,33
5478311,5478429,2,19
5478434,4035947,2,64
5478436,4035948,2,51
5478436,4035949,2,68
3619474,5478422,2,23
5478438,3663624,2,30
3747959,5478404,2,71
5478422,3619390,2,16
3747957,5478406,2,66
5478436,3687034,2,51
5478422,3619391,2,23
5478442,3663663,2,56
5478405,2154,2,270
3619473,5478422,2,60
5478422,4036187,2,119
5478422,3619670,2,23
5478433,3663581,2,133
5478404,3685859,2,60
5478265,5478438,2,76
5478436,3663579,2,68
3619837,5478422,2,80
5478453,3619689,2,85
