trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,shape_dist_traveled
10019668270877972,16:45:00,16:45:00,3730327,1,,
10019668270877972,16:48:00,16:48:00,3730329,2,,
10019668270877972,16:50:00,16:50:00,3730331,3,,
10019668270877972,16:53:00,16:53:00,3730333,4,,
10019668270877972,16:55:00,16:55:00,3730335,5,,
10019668270877972,16:58:00,16:58:00,3730336,6,,
10019668270877972,16:58:00,16:58:00,3730337,7,,
10019668270877972,17:00:00,17:00:00,3730339,8,,
10019668270877972,17:02:00,17:02:00,3730341,9,,
10019668270877972,17:03:00,17:03:00,3730343,10,,
10019668270877972,17:06:00,17:06:00,3730345,11,,
10019668270877972,17:08:00,17:08:00,3730347,12,,
10019668270877972,17:09:00,17:09:00,3730349,13,,
10019668270877972,17:10:00,17:10:00,3730351,14,,
10019668270877972,17:13:00,17:13:00,3730353,15,,
10019668270877972,17:14:00,17:14:00,3730355,16,,
10019668270877972,17:15:00,17:15:00,5250603,17,,
10019668270877972,17:16:00,17:16:00,3730361,18,,
10019668270877972,17:17:00,17:17:00,3730363,19,,
10019668270877972,17:18:00,17:18:00,3730365,20,,
10019668270877972,17:18:00,17:18:00,3730367,21,,
10019668270877972,17:20:00,17:20:00,3730369,22,,
10019668270877972,17:21:00,17:21:00,3730371,23,,
10019668270877972,17:23:00,17:23:00,3730373,24,,
10019668280877972,20:56:00,20:56:00,3730327,1,,
10019668280877972,20:57:00,20:57:00,3730329,2,,
10019668280877972,20:59:00,20:59:00,3730331,3,,
10019668280877972,21:00:00,21:00:00,3730333,4,,
10019668280877972,21:02:00,21:02:00,3730335,5,,
10019668280877972,21:04:00,21:04:00,3730336,6,,
10019668280877972,21:05:00,21:05:00,3730337,7,,
10019668280877972,21:06:00,21:06:00,3730339,8,,
10019668280877972,21:07:00,21:07:00,3730341,9,,
10019668280877972,21:08:00,21:08:00,3730343,10,,
10019668280877972,21:10:00,21:10:00,3730345,11,,
10019668280877972,21:11:00,21:11:00,3730347,12,,
10019668280877972,21:12:00,21:12:00,3730349,13,,
10019668280877972,21:13:00,21:13:00,3730351,14,,
10019668280877972,21:15:00,21:15:00,3730353,15,,
10019668280877972,21:16:00,21:16:00,3730355,16,,
10019668280877972,21:17:00,21:17:00,5250603,17,,
10019668280877972,21:18:00,21:18:00,3730361,18,,
10019668280877972,21:19:00,21:19:00,3730363,19,,
10019668280877972,21:20:00,21:20:00,3730365,20,,
10019668280877972,21:20:00,21:20:00,3730367,21,,
10019668280877972,21:22:00,21:22:00,3730369,22,,
10019668280877972,21:23:00,21:23:00,3730371,23,,
10019668280877972,21:24:00,21:24:00,3730373,24,,
10019668290877972,16:45:00,16:45:00,3730327,1,,
10019668290877972,16:48:00,16:48:00,3730329,2,,
10019668290877972,16:50:00,16:50:00,3730331,3,,
10019668290877972,16:53:00,16:53:00,3730333,4,,
10019668290877972,16:55:00,16:55:00,3730335,5,,
10019668290877972,16:58:00,16:58:00,3730336,6,,
10019668290877972,16:58:00,16:58:00,3730337,7,,
10019668290877972,17:00:00,17:00:00,3730339,8,,
10019668290877972,17:02:00,17:02:00,3730341,9,,
10019668290877972,17:03:00,17:03:00,3730343,10,,
10019668290877972,17:06:00,17:06:00,3730345,11,,
10019668290877972,17:08:00,17:08:00,3730347,12,,
10019668290877972,17:09:00,17:09:00,3730349,13,,
10019668290877972,17:10:00,17:10:00,3730351,14,,
10019668290877972,17:13:00,17:13:00,3730353,15,,
10019668290877972,17:14:00,17:14:00,3730355,16,,
10019668290877972,17:15:00,17:15:00,5250603,17,,
10019668290877972,17:16:00,17:16:00,3730361,18,,
10019668290877972,17:17:00,17:17:00,3730363,19,,
10019668290877972,17:18:00,17:18:00,3730365,20,,
10019668290877972,17:18:00,17:18:00,3730367,21,,
10019668290877972,17:20:00,17:20:00,3730369,22,,
10019668290877972,17:21:00,17:21:00,3730371,23,,
10019668290877972,17:23:00,17:23:00,3730373,24,,
10019668300877972,17:56:00,17:56:00,3730327,1,,
10019668300877972,17:59:00,17:59:00,3730329,2,,
10019668300877972,18:01:00,18:01:00,3730331,3,,
10019668300877972,18:04:00,18:04:00,3730333,4,,
10019668300877972,18:06:00,18:06:00,3730335,5,,
10019668300877972,18:08:00,18:08:00,3730336,6,,
10019668300877972,18:09:00,18:09:00,3730337,7,,
10019668300877972,18:10:00,18:10:00,3730339,8,,
10019668300877972,18:11:00,18:11:00,3730341,9,,
10019668300877972,18:13:00,18:13:00,3730343,10,,
10019668300877972,18:15:00,18:15:00,3730345,11,,
10019668300877972,18:17:00,18:17:00,3730347,12,,
10019668300877972,18:18:00,18:18:00,3730349,13,,
10019668300877972,18:19:00,18:19:00,3730351,14,,
10019668300877972,18:22:00,18:22:00,3730353,15,,
10019668300877972,18:23:00,18:23:00,3730355,16,,
10019668300877972,18:24:00,18:24:00,5250603,17,,
10019668300877972,18:26:00,18:26:00,3730361,18,,
10019668300877972,18:27:00,18:27:00,3730363,19,,
10019668300877972,18:28:00,18:28:00,3730365,20,,
10019668300877972,18:28:00,18:28:00,3730367,21,,
10019668300877972,18:30:00,18:30:00,3730369,22,,
10019668300877972,18:31:00,18:31:00,3730371,23,,
10019668300877972,18:33:00,18:33:00,3730373,24,,
10019668310877972,21:31:00,21:31:00,3730327,1,,
10019668310877972,21:32:00,21:32:00,3730329,2,,
10019668310877972,21:34:00,21:34:00,3730331,3,,
10019668310877972,21:35:00,21:35:00,3730333,4,,
10019668310877972,21:36:00,21:36:00,3730335,5,,
10019668310877972,21:38:00,21:38:00,3730336,6,,
10019668310877972,21:39:00,21:39:00,3730337,7,,
10019668310877972,21:40:00,21:40:00,3730339,8,,
10019668310877972,21:41:00,21:41:00,3730341,9,,
