service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
1984343,0,0,0,0,0,0,0,20151009,20151218
1984342,0,0,0,0,0,0,0,20151010,20151219
1984341,0,0,0,0,0,0,0,20151007,20151217
1984340,0,0,0,0,0,0,0,20151011,20151227
1961884,0,0,0,0,0,0,0,20151019,20151231
1961885,0,0,0,0,0,0,0,20151024,20151226
1961882,0,0,0,0,0,0,0,20151024,20151226
1961883,0,0,0,0,0,0,0,20151023,20151030
11984336,0,0,0,0,0,0,0,20151012,20151228
1984339,0,0,0,0,0,0,0,20151009,20151218
1961881,0,0,0,0,0,0,0,20151019,20151231
11984337,0,0,0,0,0,0,0,20151008,20151218
11984338,0,0,0,0,0,0,0,20151011,20151220
1984337,0,0,0,0,0,0,0,20151007,20151217
1984338,0,0,0,0,0,0,0,20151010,20151219
11984339,0,0,0,0,0,0,0,20151010,20151219
11961886,0,0,0,0,0,0,0,20151024,20151031
11984342,0,0,0,0,0,0,0,20151011,20151220
11984341,0,0,0,0,0,0,0,20151008,20151218
1961886,0,0,0,0,0,0,0,20151023,20151030
11961885,0,0,0,0,0,0,0,20151025,20151227
11984340,0,0,0,0,0,0,0,20151012,20151228
11961882,0,0,0,0,0,0,0,20151025,20151227
11961881,0,0,0,0,0,0,0,20151020,20160101
11961884,0,0,0,0,0,0,0,20151020,20160101
11961883,0,0,0,0,0,0,0,20151024,20151031
1984336,0,0,0,0,0,0,0,20151011,20151227
11984343,0,0,0,0,0,0,0,20151010,20151219
