service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
1936878,0,0,0,0,0,0,0,20151017,20151226
1936883,0,0,0,0,0,0,0,20151017,20151226
2002015,0,0,0,0,0,0,0,20151011,20151227
2002016,0,0,0,0,0,0,0,20151007,20151218
2002017,0,0,0,0,0,0,0,20151019,20151231
2002018,0,0,0,0,0,0,0,20151010,20151212
2002019,0,0,0,0,0,0,0,20151011,20151227
1936888,0,0,0,0,0,0,0,20151017,20151226
2002026,0,0,0,0,0,0,0,20151010,20151212
2002025,0,0,0,0,0,0,0,20151019,20151231
2002020,0,0,0,0,0,0,0,20151007,20151218
2002022,0,0,0,0,0,0,0,20151010,20151212
2002021,0,0,0,0,0,0,0,20151019,20151231
2002024,0,0,0,0,0,0,0,20151007,20151218
2002023,0,0,0,0,0,0,0,20151011,20151227
