service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
1936900,0,0,0,0,0,0,0,20151023,20151030
2002029,0,0,0,0,0,0,0,20151010,20151226
2002028,0,0,0,0,0,0,0,20151007,20151224
1936899,0,0,0,0,0,0,0,20151019,20151029
2002027,0,0,0,0,0,0,0,20151011,20151227
1936897,0,0,0,0,0,0,0,20151019,20151029
1936898,0,0,0,0,0,0,0,20151023,20151030
2002034,0,0,0,0,0,0,0,20151009,20151218
2002032,0,0,0,0,0,0,0,20151007,20151224
2002033,0,0,0,0,0,0,0,20151010,20151226
2002030,0,0,0,0,0,0,0,20151009,20151218
11936900,0,0,0,0,0,0,0,20151024,20151031
2002031,0,0,0,0,0,0,0,20151011,20151227
11936899,0,0,0,0,0,0,0,20151020,20151030
12002031,0,0,0,0,0,0,0,20151012,20151228
12002032,0,0,0,0,0,0,0,20151008,20151225
12002033,0,0,0,0,0,0,0,20151011,20151227
12002034,0,0,0,0,0,0,0,20151010,20151219
