from_stop_id,to_stop_id,transfer_type,min_transfer_time
3664997,4009048,2,50
3664997,4035902,2,50
3664997,4035901,2,51
3663940,3664982,2,81
3663940,3664981,2,81
3708447,3665026,2,21
4658213,3664984,2,81
2055,3665024,2,284
3665022,4035899,2,11
3665018,4705566,2,137
4658256,3665025,2,35
3665000,4705569,2,112
3665013,4035543,2,73
3665024,4705583,2,65
3682086,3665012,2,73
3708492,3664981,2,49
3665024,4705584,2,54
3708492,3664982,2,49
3682086,3665013,2,73
3665013,3446768,2,73
3708447,3664981,2,49
3665030,5150475,2,45
3708447,3664982,2,49
3665013,3446769,2,78
3665019,4705627,2,65
3665013,3446767,2,41
3663879,3665026,2,80
3664992,4035898,2,129
3664992,4009089,2,43
3665000,4705570,2,97
3665031,5150446,2,11
3664992,4009090,2,119
3664992,4035895,2,49
3664992,4035897,2,119
3665021,4035564,2,50
5605603,3665032,2,125
3664992,4035896,2,64
3664992,4705656,2,43
3664989,4705579,2,49
2199,5582585,2,291
3664992,4705657,2,76
3664994,4035895,2,122
5605607,3665029,2,31
4658161,3664985,2,35
3664994,4035897,2,16
3664994,4035896,2,105
3664993,4036961,2,114
3664993,4036960,2,102
3665018,3673623,2,144
3665018,3673622,2,133
3731636,3664992,2,49
3708495,3665031,2,11
3731636,3664991,2,90
3663814,3664981,2,81
3663814,3664982,2,81
3731636,3664994,2,122
3664981,4758982,2,57
3665032,5150445,2,56
3664981,4758983,2,68
3663878,3664982,2,67
3663878,3664981,2,67
3665029,5150378,2,31
3665031,5150473,2,11
3665017,4705565,2,133
3665019,4705662,2,65
3665013,4035566,2,41
3665017,4705563,2,48
3665012,3689059,2,97
3665024,4705581,2,143
3708446,3664982,2,49
3708446,3664981,2,49
3664990,4009088,2,49
3665001,4705627,2,119
3665031,5150327,2,11
3664994,4705657,2,110
3665022,4009091,2,11
5605610,3665030,2,136
3664981,4574192,2,57
4658257,3664986,2,65
3731629,3664997,2,50
3731629,3664996,2,125
4658159,3665024,2,115
3664981,4574193,2,68
3664994,4009090,2,16
3663815,5582585,2,143
3665019,3673625,2,58
3665026,4574193,2,80
3665000,4705660,2,97
3665026,4574192,2,74
3664993,4009050,2,114
3665019,3673624,2,45
3665002,4705627,2,124
3664982,5150444,2,49
3664997,4009092,2,51
4658257,3664987,2,23
3708449,5582585,2,133
4658165,3665026,2,50
1944,3665026,2,202
3665004,4705663,2,38
3665003,3673624,2,49
3665003,3673625,2,32
3708497,3665030,2,45
4035823,3664985,2,35
2199,3664982,2,233
2199,3664981,2,233
3665026,5150469,2,21
4658211,3664985,2,35
3664994,4705576,2,105
2199,3665026,2,202
3664994,4705575,2,122
3664981,5150469,2,49
3665030,5150376,2,45
3664991,4036958,2,90
3664991,4036959,2,108
3665003,4705661,2,119
3663880,3664981,2,57
3663880,3664982,2,57
3664990,4705655,2,49
3665026,5150470,2,21
3664981,5150470,2,49
3664992,4036961,2,129
3664992,4036960,2,119
3665026,5150371,2,21
3665009,3673627,2,142
3664981,5150371,2,49
3665009,3673626,2,21
3664981,5150370,2,49
3663941,3665026,2,80
3664982,5150325,2,49
3665008,3673632,2,126
3665026,5150370,2,21
3665017,4705664,2,48
3731632,3665022,2,11
3665017,4705663,2,133
3665018,4705565,2,42
4035796,3664987,2,23
4035796,3664986,2,65
3664992,4036959,2,64
4658210,3664986,2,45
3731630,3664996,2,116
3665001,3673625,2,141
3731630,3664997,2,51
3664992,4036958,2,49
3665032,5150471,2,56
3664993,4035897,2,102
3664993,4035898,2,114
3664982,4758982,2,57
3665009,3673632,2,143
3664992,4705576,2,64
3664992,4705575,2,49
4658162,3664983,2,81
3664992,4705578,2,89
4035795,3665025,2,35
3664992,4705577,2,73
3664982,4758983,2,68
3708499,3665029,2,31
3665002,4705568,2,11
3663880,3665026,2,74
3708454,3665029,2,31
3664993,4009090,2,102
3665002,4705661,2,11
2121,3665013,2,207
3665002,4705662,2,124
2121,3665012,2,207
5582585,5150472,2,133
3664994,4036959,2,105
3665032,5150372,2,56
3664994,4036958,2,122
4658163,3664984,2,81
4658202,3665025,2,35
4658212,3664983,2,81
3665018,4705663,2,42
3664991,4009051,2,43
3663817,3664981,2,57
3663817,3664982,2,57
4035822,3664986,2,45
4035791,3665026,2,50
5582585,5150373,2,133
3664996,4035902,2,125
3665022,4036962,2,11
3663877,3665026,2,57
4035793,3664984,2,81
4035794,3664983,2,81
4658214,3664982,2,30
3664994,4036960,2,16
4658214,3664981,2,30
3664994,4009051,2,129
2287,3664996,2,251
2287,3664997,2,218
3664996,4035901,2,116
3665003,4705566,2,65
3665003,4705567,2,124
1944,3664981,2,233
1944,3664982,2,233
4658215,3665026,2,50
3708450,3665031,2,11
3665003,4705568,2,119
3663817,3665026,2,74
3665005,4705562,2,44
3665005,4705563,2,38
3664993,3813328,2,135
3664982,5150371,2,49
5605600,3665026,2,21
1944,5582585,2,291
3664982,5150370,2,49
5605609,3665030,2,45
3665012,3689129,2,73
3664982,5150470,2,49
3665023,4009087,2,17
3664996,4009092,2,116
3665001,4705567,2,11
3708448,3665032,2,56
4658209,3665024,2,115
3665030,5150328,2,45
3664990,4705580,2,49
3664982,5150469,2,49
3664981,5150444,2,49
3665021,4036964,2,10
2287,3665021,2,202
3665032,5150326,2,56
3690233,3665015,2,143
3664999,4705569,2,90
3665021,4035901,2,10
3665004,4705564,2,11
3665004,4705565,2,38
3665004,4705566,2,141
3665024,4009054,2,65
3665024,4009053,2,143
3664999,4705570,2,82
3665005,4705664,2,38
5605601,3664981,2,49
5605601,3664982,2,49
3663815,3665026,2,41
3731634,3664993,2,102
3665016,4705628,2,53
4035791,3664982,2,25
3731630,3665021,2,10
3663877,3664982,2,81
4035791,3664981,2,25
3731634,3664992,2,119
3663877,3664981,2,81
3731634,3664994,2,16
3663877,5582585,2,143
3665023,4705654,2,17
3665026,4758982,2,74
3731679,3664996,2,131
3665026,4758983,2,80
3665020,4035565,2,46
3665012,3446770,2,97
3663816,3665026,2,80
3708446,3665026,2,21
3708452,3665030,2,45
1891,3664996,2,251
1891,3664997,2,218
3682024,3665013,2,41
4035792,3664982,2,30
3663816,3664981,2,68
3663816,3664982,2,68
3682024,3665012,2,41
4658215,3664982,2,25
4658215,3664981,2,25
3664991,4035895,2,90
3664991,4035896,2,108
3664999,4705660,2,82
3665024,4009086,2,54
3708491,3665026,2,21
3731635,3664992,2,64
3664997,4036965,2,50
5605611,3665030,2,133
3731635,3664991,2,108
3664997,4036964,2,51
3731635,3664994,2,105
3665004,3673622,2,121
3665026,5150444,2,21
3665004,3673623,2,132
4035792,3664981,2,30
3665012,3446767,2,41
3665012,3446768,2,73
5605605,3665028,2,17
3665029,5150448,2,31
3665024,4705653,2,54
3731628,3664996,2,117
3665013,3689129,2,73
3664991,4705576,2,108
3665012,4035543,2,73
5605600,3664982,2,49
3664991,4705577,2,37
5605600,3664981,2,49
3664991,4705578,2,47
3708494,5582585,2,133
3664991,4705575,2,90
3665030,5150447,2,45
3663940,5582585,2,143
3663941,3664982,2,68
3665013,3446770,2,97
3663878,5582585,2,143
3664981,5150325,2,49
3663941,3664981,2,68
3663814,3665026,2,57
3665012,3446769,2,78
3664996,4009048,2,125
3663815,3664981,2,67
3664998,4035548,2,46
3708493,3665032,2,56
3665001,4705662,2,119
3663879,3664982,2,68
3663815,3664982,2,67
3664992,4009050,2,129
3665021,4009092,2,10
4658165,3664982,2,25
4658165,3664981,2,25
3665031,5150374,2,11
3665029,5150477,2,31
3665026,5150325,2,21
2072,3665013,2,207
2072,3665012,2,207
4658203,3664986,2,65
4658203,3664987,2,23
3731633,3664992,2,129
3731633,3664993,2,114
3664982,4574193,2,68
3665013,3689059,2,97
3664982,4574192,2,57
5605603,5582585,2,23
1891,3665021,2,202
3665019,4705564,2,137
3665023,4705582,2,17
2104,3665024,2,284
5605601,3665026,2,21
4035821,3665024,2,115
3665029,5150329,2,31
3663940,3665026,2,57
3664996,4036965,2,125
3665012,4035566,2,41
3664991,4705657,2,119
3664996,4036964,2,116
4658164,3664981,2,30
4658164,3664982,2,30
3708491,3664981,2,49
3708491,3664982,2,49
3663814,5582585,2,143
5605602,3665032,2,133
3708492,3665026,2,21
3663879,3664981,2,68
3663878,3665026,2,41
3664989,4009052,2,49
4658160,3664986,2,45
3665016,4705665,2,53
