service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
1994931,0,0,0,0,0,0,0,20151007,20151218
1994930,0,0,0,0,0,0,0,20151228,20151228
1994933,0,0,0,0,0,0,0,20151010,20151212
1994932,0,0,0,0,0,0,0,20151229,20151231
1936055,0,0,0,0,0,0,0,20151019,20151221
1936057,0,0,0,0,0,0,0,20151020,20151224
11936060,0,0,0,0,0,0,0,20151018,20151227
11936055,0,0,0,0,0,0,0,20151020,20151222
1936060,0,0,0,0,0,0,0,20151017,20151226
1994928,0,0,0,0,0,0,0,20151011,20151227
11994930,0,0,0,0,0,0,0,20151229,20151229
11994931,0,0,0,0,0,0,0,20151008,20151219
1994929,0,0,0,0,0,0,0,20151012,20151214
11994932,0,0,0,0,0,0,0,20151230,20160101
11994933,0,0,0,0,0,0,0,20151011,20151213
11994928,0,0,0,0,0,0,0,20151012,20151228
11994929,0,0,0,0,0,0,0,20151013,20151215
11936057,0,0,0,0,0,0,0,20151021,20151225
