service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
11925705,0,0,0,0,0,0,0,20151011,20151213
11925703,0,0,0,0,0,0,0,20151022,20151231
11925708,0,0,0,0,0,0,0,20151010,20151219
11925709,0,0,0,0,0,0,0,20151024,20151031
11925706,0,0,0,0,0,0,0,20151018,20151227
1925879,0,0,0,0,0,0,0,20151011,20151227
1925709,0,0,0,0,0,0,0,20151023,20151030
11925879,0,0,0,0,0,0,0,20151012,20151228
1925708,0,0,0,0,0,0,0,20151009,20151218
1925891,0,0,0,0,0,0,0,20151021,20151230
1925890,0,0,0,0,0,0,0,20151007,20151216
11925698,0,0,0,0,0,0,0,20151020,20160101
11925694,0,0,0,0,0,0,0,20151012,20151228
11925696,0,0,0,0,0,0,0,20151009,20151218
11925701,0,0,0,0,0,0,0,20151008,20151217
1925933,0,0,0,0,0,0,0,20151008,20151217
1925919,0,0,0,0,0,0,0,20151007,20151216
1925886,0,0,0,0,0,0,0,20151017,20151226
1925887,0,0,0,0,0,0,0,20151009,20151218
1925888,0,0,0,0,0,0,0,20151023,20151030
1925694,0,0,0,0,0,0,0,20151011,20151227
1925916,0,0,0,0,0,0,0,20151011,20151227
1925889,0,0,0,0,0,0,0,20151011,20151227
1925696,0,0,0,0,0,0,0,20151008,20151217
1925698,0,0,0,0,0,0,0,20151019,20151231
1925705,0,0,0,0,0,0,0,20151010,20151212
1925706,0,0,0,0,0,0,0,20151017,20151226
1925703,0,0,0,0,0,0,0,20151021,20151230
1925882,0,0,0,0,0,0,0,20151019,20151231
1925701,0,0,0,0,0,0,0,20151007,20151216
1925883,0,0,0,0,0,0,0,20151007,20151216
1925884,0,0,0,0,0,0,0,20151021,20151230
1925885,0,0,0,0,0,0,0,20151010,20151212
11925933,0,0,0,0,0,0,0,20151009,20151218
11925882,0,0,0,0,0,0,0,20151020,20160101
11925883,0,0,0,0,0,0,0,20151008,20151217
11925884,0,0,0,0,0,0,0,20151022,20151231
11925885,0,0,0,0,0,0,0,20151011,20151213
11925886,0,0,0,0,0,0,0,20151018,20151227
11925887,0,0,0,0,0,0,0,20151010,20151219
11925888,0,0,0,0,0,0,0,20151024,20151031
1925920,0,0,0,0,0,0,0,20151021,20151230
