service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
11985456,0,0,0,0,0,0,0,20151010,20151219
11976132,0,0,0,0,0,0,0,20151020,20160101
11985454,0,0,0,0,0,0,0,20151008,20151218
1976132,0,0,0,0,0,0,0,20151019,20151231
11985455,0,0,0,0,0,0,0,20151011,20151227
11976135,0,0,0,0,0,0,0,20151024,20151031
1985454,0,0,0,0,0,0,0,20151007,20151217
1985453,0,0,0,0,0,0,0,20151011,20151227
11985453,0,0,0,0,0,0,0,20151012,20151228
1976135,0,0,0,0,0,0,0,20151023,20151030
1985456,0,0,0,0,0,0,0,20151009,20151218
1985455,0,0,0,0,0,0,0,20151010,20151226
