service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
11998494,0,0,0,0,0,0,0,20151011,20151220
11998493,0,0,0,0,0,0,0,20151008,20151219
11998492,0,0,0,0,0,0,0,20151012,20151228
1998489,0,0,0,0,0,0,0,20151011,20151227
1998494,0,0,0,0,0,0,0,20151010,20151219
1998493,0,0,0,0,0,0,0,20151007,20151218
11998491,0,0,0,0,0,0,0,20151011,20151220
1998492,0,0,0,0,0,0,0,20151011,20151227
11998490,0,0,0,0,0,0,0,20151008,20151219
1998491,0,0,0,0,0,0,0,20151010,20151219
1998490,0,0,0,0,0,0,0,20151007,20151218
11976276,0,0,0,0,0,0,0,20151025,20151227
11976274,0,0,0,0,0,0,0,20151020,20160101
11976272,0,0,0,0,0,0,0,20151025,20151227
11998489,0,0,0,0,0,0,0,20151012,20151228
11976270,0,0,0,0,0,0,0,20151020,20160101
1976270,0,0,0,0,0,0,0,20151019,20151231
1976272,0,0,0,0,0,0,0,20151024,20151226
1976274,0,0,0,0,0,0,0,20151019,20151231
1976276,0,0,0,0,0,0,0,20151024,20151226
