trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,shape_dist_traveled
1019373820939765,18:29:00,18:29:00,4016021,1,,
1019373820939765,18:31:00,18:31:00,4016023,2,,
1019373820939765,18:32:00,18:32:00,4016024,3,,
1019373820939765,18:34:00,18:34:00,4016026,4,,
1019373820939765,18:38:00,18:38:00,4016028,5,,
1019373830939765,13:35:00,13:35:00,4016021,1,,
1019373830939765,13:37:00,13:37:00,4016023,2,,
1019373830939765,13:38:00,13:38:00,4016024,3,,
1019373830939765,13:40:00,13:40:00,4016026,4,,
1019373830939765,13:46:00,13:46:00,4016028,5,,
1019373840939765,13:35:00,13:35:00,4016021,1,,
1019373840939765,13:37:00,13:37:00,4016023,2,,
1019373840939765,13:38:00,13:38:00,4016024,3,,
1019373840939765,13:40:00,13:40:00,4016026,4,,
1019373840939765,13:46:00,13:46:00,4016028,5,,
1119373820939765,19:07:00,19:07:00,4016021,1,,
1119373820939765,19:09:00,19:09:00,4016023,2,,
1119373820939765,19:10:00,19:10:00,4016024,3,,
1119373820939765,19:12:00,19:12:00,4016026,4,,
1119373820939765,19:16:00,19:16:00,4016028,5,,
1119373830939765,14:20:00,14:20:00,4016021,1,,
1119373830939765,14:22:00,14:22:00,4016023,2,,
1119373830939765,14:23:00,14:23:00,4016024,3,,
1119373830939765,14:25:00,14:25:00,4016026,4,,
1119373830939765,14:31:00,14:31:00,4016028,5,,
1119373840939765,14:20:00,14:20:00,4016021,1,,
1119373840939765,14:22:00,14:22:00,4016023,2,,
1119373840939765,14:23:00,14:23:00,4016024,3,,
1119373840939765,14:25:00,14:25:00,4016026,4,,
1119373840939765,14:31:00,14:31:00,4016028,5,,
119373820939765,07:15:00,07:15:00,4016021,1,,
119373820939765,07:17:00,07:17:00,4016023,2,,
119373820939765,07:18:00,07:18:00,4016024,3,,
119373820939765,07:20:00,07:20:00,4016026,4,,
119373820939765,07:25:00,07:25:00,4016028,5,,
119373830939765,06:55:00,06:55:00,4016021,1,,
119373830939765,06:57:00,06:57:00,4016023,2,,
119373830939765,06:58:00,06:58:00,4016024,3,,
119373830939765,07:00:00,07:00:00,4016026,4,,
119373830939765,07:05:00,07:05:00,4016028,5,,
119373840939765,06:55:00,06:55:00,4016021,1,,
119373840939765,06:57:00,06:57:00,4016023,2,,
119373840939765,06:58:00,06:58:00,4016024,3,,
119373840939765,07:00:00,07:00:00,4016026,4,,
119373840939765,07:05:00,07:05:00,4016028,5,,
1219373820939765,19:42:00,19:42:00,4016021,1,,
1219373820939765,19:44:00,19:44:00,4016023,2,,
1219373820939765,19:45:00,19:45:00,4016024,3,,
1219373820939765,19:47:00,19:47:00,4016026,4,,
1219373820939765,19:51:00,19:51:00,4016028,5,,
1219373830939765,15:05:00,15:05:00,4016021,1,,
1219373830939765,15:07:00,15:07:00,4016023,2,,
1219373830939765,15:08:00,15:08:00,4016024,3,,
1219373830939765,15:10:00,15:10:00,4016026,4,,
1219373830939765,15:16:00,15:16:00,4016028,5,,
1219373840939765,15:05:00,15:05:00,4016021,1,,
1219373840939765,15:07:00,15:07:00,4016023,2,,
1219373840939765,15:08:00,15:08:00,4016024,3,,
1219373840939765,15:10:00,15:10:00,4016026,4,,
1219373840939765,15:16:00,15:16:00,4016028,5,,
1319373830939765,15:50:00,15:50:00,4016021,1,,
1319373830939765,15:52:00,15:52:00,4016023,2,,
1319373830939765,15:53:00,15:53:00,4016024,3,,
1319373830939765,15:55:00,15:55:00,4016026,4,,
1319373830939765,16:01:00,16:01:00,4016028,5,,
1319373840939765,15:50:00,15:50:00,4016021,1,,
1319373840939765,15:52:00,15:52:00,4016023,2,,
1319373840939765,15:53:00,15:53:00,4016024,3,,
1319373840939765,15:55:00,15:55:00,4016026,4,,
1319373840939765,16:01:00,16:01:00,4016028,5,,
1419373830939765,16:35:00,16:35:00,4016021,1,,
1419373830939765,16:37:00,16:37:00,4016023,2,,
1419373830939765,16:38:00,16:38:00,4016024,3,,
1419373830939765,16:40:00,16:40:00,4016026,4,,
1419373830939765,16:46:00,16:46:00,4016028,5,,
1419373840939765,16:35:00,16:35:00,4016021,1,,
1419373840939765,16:37:00,16:37:00,4016023,2,,
1419373840939765,16:38:00,16:38:00,4016024,3,,
1419373840939765,16:40:00,16:40:00,4016026,4,,
1419373840939765,16:46:00,16:46:00,4016028,5,,
1519373830939765,17:20:00,17:20:00,4016021,1,,
1519373830939765,17:22:00,17:22:00,4016023,2,,
1519373830939765,17:23:00,17:23:00,4016024,3,,
1519373830939765,17:25:00,17:25:00,4016026,4,,
1519373830939765,17:31:00,17:31:00,4016028,5,,
1519373840939765,17:20:00,17:20:00,4016021,1,,
1519373840939765,17:22:00,17:22:00,4016023,2,,
1519373840939765,17:23:00,17:23:00,4016024,3,,
1519373840939765,17:25:00,17:25:00,4016026,4,,
1519373840939765,17:31:00,17:31:00,4016028,5,,
1619373830939765,18:05:00,18:05:00,4016021,1,,
1619373830939765,18:07:00,18:07:00,4016023,2,,
1619373830939765,18:08:00,18:08:00,4016024,3,,
1619373830939765,18:10:00,18:10:00,4016026,4,,
1619373830939765,18:16:00,18:16:00,4016028,5,,
1619373840939765,18:05:00,18:05:00,4016021,1,,
1619373840939765,18:07:00,18:07:00,4016023,2,,
1619373840939765,18:08:00,18:08:00,4016024,3,,
1619373840939765,18:10:00,18:10:00,4016026,4,,
1619373840939765,18:16:00,18:16:00,4016028,5,,
1719373830939765,18:52:00,18:52:00,4016021,1,,
1719373830939765,18:54:00,18:54:00,4016023,2,,
1719373830939765,18:55:00,18:55:00,4016024,3,,
1719373830939765,18:57:00,18:57:00,4016026,4,,
1719373830939765,19:01:00,19:01:00,4016028,5,,
1719373840939765,18:52:00,18:52:00,4016021,1,,
1719373840939765,18:54:00,18:54:00,4016023,2,,
1719373840939765,18:55:00,18:55:00,4016024,3,,
1719373840939765,18:57:00,18:57:00,4016026,4,,
1719373840939765,19:01:00,19:01:00,4016028,5,,
1819373830939765,19:42:00,19:42:00,4016021,1,,
1819373830939765,19:44:00,19:44:00,4016023,2,,
1819373830939765,19:45:00,19:45:00,4016024,3,,
1819373830939765,19:47:00,19:47:00,4016026,4,,
1819373830939765,19:51:00,19:51:00,4016028,5,,
1819373840939765,19:42:00,19:42:00,4016021,1,,
1819373840939765,19:44:00,19:44:00,4016023,2,,
1819373840939765,19:45:00,19:45:00,4016024,3,,
1819373840939765,19:47:00,19:47:00,4016026,4,,
1819373840939765,19:51:00,19:51:00,4016028,5,,
219373820939765,13:25:00,13:25:00,4016021,1,,
219373820939765,13:27:00,13:27:00,4016023,2,,
219373820939765,13:28:00,13:28:00,4016024,3,,
219373820939765,13:30:00,13:30:00,4016026,4,,
219373820939765,13:34:00,13:34:00,4016028,5,,
219373830939765,07:35:00,07:35:00,4016021,1,,
219373830939765,07:37:00,07:37:00,4016023,2,,
219373830939765,07:38:00,07:38:00,4016024,3,,
219373830939765,07:40:00,07:40:00,4016026,4,,
219373830939765,07:45:00,07:45:00,4016028,5,,
219373840939765,07:35:00,07:35:00,4016021,1,,
219373840939765,07:37:00,07:37:00,4016023,2,,
219373840939765,07:38:00,07:38:00,4016024,3,,
219373840939765,07:40:00,07:40:00,4016026,4,,
219373840939765,07:45:00,07:45:00,4016028,5,,
319373820939765,14:05:00,14:05:00,4016021,1,,
319373820939765,14:07:00,14:07:00,4016023,2,,
319373820939765,14:08:00,14:08:00,4016024,3,,
319373820939765,14:10:00,14:10:00,4016026,4,,
319373820939765,14:14:00,14:14:00,4016028,5,,
319373830939765,08:20:00,08:20:00,4016021,1,,
319373830939765,08:22:00,08:22:00,4016023,2,,
319373830939765,08:23:00,08:23:00,4016024,3,,
319373830939765,08:25:00,08:25:00,4016026,4,,
319373830939765,08:30:00,08:30:00,4016028,5,,
319373840939765,08:20:00,08:20:00,4016021,1,,
319373840939765,08:22:00,08:22:00,4016023,2,,
319373840939765,08:23:00,08:23:00,4016024,3,,
319373840939765,08:25:00,08:25:00,4016026,4,,
319373840939765,08:30:00,08:30:00,4016028,5,,
419373820939765,14:43:00,14:43:00,4016021,1,,
419373820939765,14:45:00,14:45:00,4016023,2,,
419373820939765,14:46:00,14:46:00,4016024,3,,
419373820939765,14:48:00,14:48:00,4016026,4,,
419373820939765,14:52:00,14:52:00,4016028,5,,
419373830939765,09:05:00,09:05:00,4016021,1,,
419373830939765,09:07:00,09:07:00,4016023,2,,
419373830939765,09:08:00,09:08:00,4016024,3,,
419373830939765,09:10:00,09:10:00,4016026,4,,
419373830939765,09:15:00,09:15:00,4016028,5,,
419373840939765,09:05:00,09:05:00,4016021,1,,
419373840939765,09:07:00,09:07:00,4016023,2,,
419373840939765,09:08:00,09:08:00,4016024,3,,
419373840939765,09:10:00,09:10:00,4016026,4,,
419373840939765,09:15:00,09:15:00,4016028,5,,
519373820939765,15:21:00,15:21:00,4016021,1,,
519373820939765,15:23:00,15:23:00,4016023,2,,
519373820939765,15:24:00,15:24:00,4016024,3,,
519373820939765,15:26:00,15:26:00,4016026,4,,
519373820939765,15:30:00,15:30:00,4016028,5,,
519373830939765,09:50:00,09:50:00,4016021,1,,
519373830939765,09:52:00,09:52:00,4016023,2,,
519373830939765,09:53:00,09:53:00,4016024,3,,
519373830939765,09:55:00,09:55:00,4016026,4,,
519373830939765,10:00:00,10:00:00,4016028,5,,
519373840939765,09:50:00,09:50:00,4016021,1,,
519373840939765,09:52:00,09:52:00,4016023,2,,
519373840939765,09:53:00,09:53:00,4016024,3,,
519373840939765,09:55:00,09:55:00,4016026,4,,
519373840939765,10:00:00,10:00:00,4016028,5,,
619373820939765,15:59:00,15:59:00,4016021,1,,
619373820939765,16:01:00,16:01:00,4016023,2,,
619373820939765,16:02:00,16:02:00,4016024,3,,
619373820939765,16:04:00,16:04:00,4016026,4,,
619373820939765,16:08:00,16:08:00,4016028,5,,
619373830939765,10:35:00,10:35:00,4016021,1,,
619373830939765,10:37:00,10:37:00,4016023,2,,
619373830939765,10:38:00,10:38:00,4016024,3,,
619373830939765,10:40:00,10:40:00,4016026,4,,
619373830939765,10:45:00,10:45:00,4016028,5,,
619373840939765,10:35:00,10:35:00,4016021,1,,
619373840939765,10:37:00,10:37:00,4016023,2,,
619373840939765,10:38:00,10:38:00,4016024,3,,
619373840939765,10:40:00,10:40:00,4016026,4,,
619373840939765,10:45:00,10:45:00,4016028,5,,
719373820939765,16:37:00,16:37:00,4016021,1,,
719373820939765,16:39:00,16:39:00,4016023,2,,
719373820939765,16:40:00,16:40:00,4016024,3,,
719373820939765,16:42:00,16:42:00,4016026,4,,
719373820939765,16:46:00,16:46:00,4016028,5,,
719373830939765,11:20:00,11:20:00,4016021,1,,
719373830939765,11:22:00,11:22:00,4016023,2,,
719373830939765,11:23:00,11:23:00,4016024,3,,
719373830939765,11:25:00,11:25:00,4016026,4,,
719373830939765,11:31:00,11:31:00,4016028,5,,
719373840939765,11:20:00,11:20:00,4016021,1,,
719373840939765,11:22:00,11:22:00,4016023,2,,
719373840939765,11:23:00,11:23:00,4016024,3,,
719373840939765,11:25:00,11:25:00,4016026,4,,
719373840939765,11:31:00,11:31:00,4016028,5,,
819373820939765,17:15:00,17:15:00,4016021,1,,
819373820939765,17:17:00,17:17:00,4016023,2,,
819373820939765,17:18:00,17:18:00,4016024,3,,
819373820939765,17:20:00,17:20:00,4016026,4,,
819373820939765,17:24:00,17:24:00,4016028,5,,
819373830939765,12:05:00,12:05:00,4016021,1,,
819373830939765,12:07:00,12:07:00,4016023,2,,
819373830939765,12:08:00,12:08:00,4016024,3,,
819373830939765,12:10:00,12:10:00,4016026,4,,
819373830939765,12:16:00,12:16:00,4016028,5,,
819373840939765,12:05:00,12:05:00,4016021,1,,
819373840939765,12:07:00,12:07:00,4016023,2,,
819373840939765,12:08:00,12:08:00,4016024,3,,
819373840939765,12:10:00,12:10:00,4016026,4,,
819373840939765,12:16:00,12:16:00,4016028,5,,
919373820939765,17:54:00,17:54:00,4016021,1,,
919373820939765,17:56:00,17:56:00,4016023,2,,
919373820939765,17:57:00,17:57:00,4016024,3,,
919373820939765,17:59:00,17:59:00,4016026,4,,
919373820939765,18:03:00,18:03:00,4016028,5,,
919373830939765,12:50:00,12:50:00,4016021,1,,
919373830939765,12:52:00,12:52:00,4016023,2,,
919373830939765,12:53:00,12:53:00,4016024,3,,
919373830939765,12:55:00,12:55:00,4016026,4,,
919373830939765,13:01:00,13:01:00,4016028,5,,
919373840939765,12:50:00,12:50:00,4016021,1,,
919373840939765,12:52:00,12:52:00,4016023,2,,
919373840939765,12:53:00,12:53:00,4016024,3,,
919373840939765,12:55:00,12:55:00,4016026,4,,
