service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
1983188,0,0,0,0,0,0,0,20151010,20151128
1983187,0,0,0,0,0,0,0,20151007,20151127
1983186,0,0,0,0,0,0,0,20151012,20151130
1983185,0,0,0,0,0,0,0,20151011,20151129
11983188,0,0,0,0,0,0,0,20151011,20151129
1983184,0,0,0,0,0,0,0,20151010,20151128
1983183,0,0,0,0,0,0,0,20151007,20151127
1983182,0,0,0,0,0,0,0,20151012,20151130
1983181,0,0,0,0,0,0,0,20151011,20151129
1962393,0,0,0,0,0,0,0,20151019,20151030
1962394,0,0,0,0,0,0,0,20151024,20151031
11983182,0,0,0,0,0,0,0,20151013,20151201
11962393,0,0,0,0,0,0,0,20151020,20151031
11983183,0,0,0,0,0,0,0,20151008,20151128
1962395,0,0,0,0,0,0,0,20151019,20151030
1962396,0,0,0,0,0,0,0,20151024,20151031
11983181,0,0,0,0,0,0,0,20151012,20151130
11962396,0,0,0,0,0,0,0,20151025,20151101
11983186,0,0,0,0,0,0,0,20151013,20151201
11983187,0,0,0,0,0,0,0,20151008,20151128
11962394,0,0,0,0,0,0,0,20151025,20151101
11983184,0,0,0,0,0,0,0,20151011,20151129
11962395,0,0,0,0,0,0,0,20151020,20151031
11983185,0,0,0,0,0,0,0,20151012,20151130
