from_stop_id,to_stop_id,transfer_type,min_transfer_time
4023283,4023115,2,27
4023264,4023219,2,11
4023307,5020494,2,21
4023301,3887696,2,0
2416,4023264,2,187
2416,4023265,2,187
4023270,4023222,2,89
4023265,4023052,2,23
4023328,4274234,2,105
4023264,4022975,2,41
4023328,4274230,2,63
4023328,4274231,2,63
4023328,4274232,2,26
4023288,4016888,2,113
4023267,4023097,2,19
4023280,4023179,2,30
4023301,5020457,2,61
4023301,5020456,2,25
4023273,4023105,2,53
4023279,4022989,2,110
4023284,5151251,2,36
4023264,4022974,2,23
4023288,4016855,2,76
4023288,4016854,2,70
4023304,3887651,2,138
4023278,4023108,2,27
4023267,4023172,2,19
4023301,4274236,2,25
4023274,4023176,2,53
4023264,4036665,2,18
4023299,3887729,2,118
4023301,5020483,2,45
4023299,3887728,2,86
4023296,5020467,2,80
4023301,5020482,2,25
4023266,4023098,2,19
4023265,4459235,2,41
4023302,4015920,2,141
4024836,4023288,2,10
4023302,4015921,2,125
4023281,4023113,2,30
4023264,3813200,2,15
4023265,3813148,2,18
4023302,3887726,2,105
4023305,4274230,2,90
4023264,3813201,2,70
4023301,5020475,2,25
4023264,3813202,2,41
4023305,4274231,2,90
4023265,3813147,2,18
4023265,4022974,2,23
4023281,4015804,2,61
4023302,3887727,2,63
4023265,4022975,2,41
4023281,4015805,2,64
4023329,4022978,2,41
4023286,4023182,2,24
4023302,4274233,2,63
4023302,4274232,2,79
4023305,5020492,2,25
4023264,4037353,2,18
4023299,5009439,2,108
4023283,4024802,2,40
4023299,5009438,2,116
4023283,4024803,2,48
4023264,4037352,2,41
4023280,4023061,2,90
4023278,3813026,2,87
4023282,4015805,2,56
4023282,4015804,2,68
4023329,4023221,2,47
4023328,3887651,2,37
4023299,3887649,2,98
4023276,4023177,2,43
4023328,3887650,2,105
4023299,3887648,2,116
4023277,3813026,2,62
4023302,3887651,2,141
4023266,4022977,2,19
3765462,4023264,2,19
3765462,4023265,2,19
4023301,3887649,2,23
4023299,4881530,2,108
4023284,4023114,2,27
4023280,4022989,2,90
4023274,4023104,2,53
4023282,4023228,2,30
4023270,4023100,2,89
4023265,4023171,2,11
4023272,4023174,2,126
4023277,4022990,2,135
4023272,4023175,2,72
4023275,4023107,2,43
3765461,4023265,2,19
4023303,3887650,2,63
4023280,4022990,2,127
4023284,4023229,2,27
