service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
1937349,0,0,0,0,0,0,0,20151011,20151227
11937354,0,0,0,0,0,0,0,20151010,20151219
11937355,0,0,0,0,0,0,0,20151024,20151031
11937352,0,0,0,0,0,0,0,20151011,20151213
11937353,0,0,0,0,0,0,0,20151018,20151227
1937355,0,0,0,0,0,0,0,20151023,20151030
11937350,0,0,0,0,0,0,0,20151008,20151218
11937351,0,0,0,0,0,0,0,20151020,20160101
1937352,0,0,0,0,0,0,0,20151010,20151212
1937351,0,0,0,0,0,0,0,20151019,20151231
1937354,0,0,0,0,0,0,0,20151009,20151218
1937353,0,0,0,0,0,0,0,20151017,20151226
11937349,0,0,0,0,0,0,0,20151012,20151228
1937350,0,0,0,0,0,0,0,20151007,20151217
