service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
1971517,0,0,0,0,0,0,0,20151020,20151030
1991860,0,0,0,0,0,0,0,20151010,20151212
1971516,0,0,0,0,0,0,0,20151019,20151026
1971513,0,0,0,0,0,0,0,20151019,20151026
1971514,0,0,0,0,0,0,0,20151020,20151030
1971512,0,0,0,0,0,0,0,20151020,20151030
1948404,0,0,0,0,0,0,0,20151010,20151031
1971519,0,0,0,0,0,0,0,20151019,20151026
1991863,0,0,0,0,0,0,0,20151012,20151207
1991864,0,0,0,0,0,0,0,20151007,20151211
1991861,0,0,0,0,0,0,0,20151012,20151207
1991862,0,0,0,0,0,0,0,20151007,20151211
1991867,0,0,0,0,0,0,0,20151011,20151213
1991859,0,0,0,0,0,0,0,20151007,20151211
1991868,0,0,0,0,0,0,0,20151012,20151207
1991865,0,0,0,0,0,0,0,20151011,20151213
1991866,0,0,0,0,0,0,0,20151010,20151212
1971520,0,0,0,0,0,0,0,20151020,20151030
1991869,0,0,0,0,0,0,0,20151007,20151211
1991856,0,0,0,0,0,0,0,20151011,20151213
