route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color
1368646,100,"351","(NATION <-> ROISSYPOLE) - Aller",,3,,FFFFFF,000000
1368647,100,"351","(NATION <-> ROISSYPOLE) - Retour",,3,,FFFFFF,000000
1368648,100,"351","(NATION <-> ROISSYPOLE) - Aller",,3,,FFFFFF,000000
1368649,100,"351","(NATION <-> ROISSYPOLE) - Retour",,3,,FFFFFF,000000
868600,100,"351","(NATION <-> ROISSYPOLE) - Aller",,3,,FFFFFF,000000
868601,100,"351","(NATION <-> ROISSYPOLE) - Aller",,3,,FFFFFF,000000
969089,100,"351","(NATION - PLACE DES ANTILLES <-> ROISSYPOLE) - Retour",,3,,FFFFFF,000000
969090,100,"351","(NATION - PLACE DES ANTILLES <-> ROISSYPOLE) - Retour",,3,,FFFFFF,000000
