service_id,date,exception_type
1970272,20151019,1
1970272,20151020,1
1970272,20151021,1
1970272,20151022,1
1970272,20151026,1
1970272,20151027,1
1970272,20151028,1
1970272,20151029,1
11991401,20151008,1
11991401,20151009,1
11991401,20151013,1
11991401,20151014,1
11991401,20151015,1
11991401,20151016,1
11991401,20151103,1
11991401,20151104,1
11991401,20151105,1
11991401,20151106,1
11991401,20151110,1
11991401,20151111,1
11991401,20151113,1
11991401,20151117,1
11991401,20151118,1
11991401,20151119,1
11991401,20151120,1
11991400,20151012,1
11991400,20151019,1
11991400,20151026,1
11991400,20151102,1
11991400,20151109,1
11991400,20151112,1
11991400,20151116,1
11991400,20151123,1
1970273,20151023,1
1970273,20151030,1
11991403,20151010,1
11991403,20151017,1
11991403,20151107,1
11991403,20151114,1
11991403,20151121,1
11991402,20151011,1
11991402,20151018,1
11991402,20151025,1
11991402,20151101,1
11991402,20151108,1
11991402,20151115,1
11991402,20151122,1
12002370,20151130,1
12002370,20151207,1
12002370,20151214,1
12002370,20151221,1
12002370,20151226,1
12002370,20151228,1
12002370,20160102,1
12002370,20160104,1
12002371,20151124,1
12002371,20151125,1
12002371,20151126,1
12002371,20151127,1
12002371,20151201,1
12002371,20151202,1
12002371,20151203,1
12002371,20151204,1
12002371,20151208,1
12002371,20151209,1
12002371,20151210,1
12002371,20151211,1
12002371,20151215,1
12002371,20151216,1
12002371,20151217,1
12002371,20151218,1
11970272,20151020,1
11970272,20151021,1
11970272,20151022,1
11970272,20151023,1
11970272,20151027,1
11970272,20151028,1
11970272,20151029,1
11970272,20151030,1
12002373,20151129,1
12002373,20151206,1
12002373,20151213,1
12002373,20151220,1
12002373,20151227,1
12002373,20160103,1
12002372,20151222,1
12002372,20151223,1
12002372,20151224,1
12002372,20151225,1
12002372,20151229,1
12002372,20151230,1
12002372,20151231,1
12002372,20160101,1
11970273,20151024,1
11970273,20151031,1
2002370,20151129,1
2002370,20151206,1
2002370,20151213,1
2002370,20151220,1
2002370,20151225,1
2002370,20151227,1
2002370,20160101,1
2002370,20160103,1
2002371,20151123,1
2002371,20151124,1
2002371,20151125,1
2002371,20151126,1
2002371,20151130,1
2002371,20151201,1
2002371,20151202,1
2002371,20151203,1
2002371,20151207,1
2002371,20151208,1
2002371,20151209,1
2002371,20151210,1
2002371,20151214,1
2002371,20151215,1
2002371,20151216,1
2002371,20151217,1
12002374,20151128,1
12002374,20151205,1
12002374,20151212,1
12002374,20151219,1
1991403,20151009,1
1991403,20151016,1
1991403,20151106,1
1991403,20151113,1
1991403,20151120,1
2002372,20151221,1
2002372,20151222,1
2002372,20151223,1
2002372,20151224,1
2002372,20151228,1
2002372,20151229,1
2002372,20151230,1
2002372,20151231,1
1991402,20151010,1
1991402,20151017,1
1991402,20151024,1
1991402,20151031,1
1991402,20151107,1
1991402,20151114,1
1991402,20151121,1
2002373,20151128,1
2002373,20151205,1
2002373,20151212,1
2002373,20151219,1
2002373,20151226,1
2002373,20160102,1
1991401,20151007,1
1991401,20151008,1
1991401,20151012,1
1991401,20151013,1
1991401,20151014,1
1991401,20151015,1
1991401,20151102,1
1991401,20151103,1
1991401,20151104,1
1991401,20151105,1
1991401,20151109,1
1991401,20151110,1
1991401,20151112,1
1991401,20151116,1
1991401,20151117,1
1991401,20151118,1
1991401,20151119,1
2002374,20151127,1
2002374,20151204,1
2002374,20151211,1
2002374,20151218,1
1991400,20151011,1
1991400,20151018,1
1991400,20151025,1
1991400,20151101,1
1991400,20151108,1
1991400,20151111,1
1991400,20151115,1
1991400,20151122,1
