service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
11983208,0,0,0,0,0,0,0,20151008,20151201
1983206,0,0,0,0,0,0,0,20151007,20151130
1983207,0,0,0,0,0,0,0,20151007,20151130
11983207,0,0,0,0,0,0,0,20151008,20151201
1983205,0,0,0,0,0,0,0,20151010,20151128
1983197,0,0,0,0,0,0,0,20151011,20151129
11962450,0,0,0,0,0,0,0,20151020,20151031
11962451,0,0,0,0,0,0,0,20151020,20151031
1983208,0,0,0,0,0,0,0,20151007,20151130
1983199,0,0,0,0,0,0,0,20151010,20151128
11983200,0,0,0,0,0,0,0,20151012,20151130
11983202,0,0,0,0,0,0,0,20151011,20151129
11983199,0,0,0,0,0,0,0,20151011,20151129
11983203,0,0,0,0,0,0,0,20151012,20151130
1962451,0,0,0,0,0,0,0,20151019,20151030
11983206,0,0,0,0,0,0,0,20151008,20151201
11983205,0,0,0,0,0,0,0,20151011,20151129
1962450,0,0,0,0,0,0,0,20151019,20151030
1983200,0,0,0,0,0,0,0,20151011,20151129
1983202,0,0,0,0,0,0,0,20151010,20151128
1983203,0,0,0,0,0,0,0,20151011,20151129
11983197,0,0,0,0,0,0,0,20151012,20151130
1962449,0,0,0,0,0,0,0,20151019,20151030
11962449,0,0,0,0,0,0,0,20151020,20151031
