from_stop_id,to_stop_id,transfer_type,min_transfer_time
3785789,3792975,2,31
3785777,5067480,2,38
3785777,5067481,2,38
3785787,4834581,2,110
3785794,3786122,2,87
3785814,4677692,2,141
3785813,4677692,2,116
3785794,3786123,2,56
3785814,4677691,2,102
3785825,3619834,2,123
3785778,4036909,2,31
3785787,4834580,2,109
3785813,4677691,2,81
3785777,4036909,2,31
3785779,4770197,2,118
3785793,4378014,2,102
5137997,3785781,2,124
3785778,4770198,2,74
3785828,3686483,2,71
3785807,4423342,2,122
3785786,4834644,2,97
3785786,4834645,2,90
3785789,4472950,2,31
3785811,4439451,2,21
3785806,4378049,2,76
3785791,4834646,2,14
3785806,4378048,2,90
3785810,4439452,2,88
3785806,4458791,2,64
3785806,3730676,2,102
3785789,4834644,2,31
3785784,3730352,2,39
3785834,3619777,2,74
3785784,3730351,2,52
3785835,3619933,2,17
3785787,4472950,2,109
3785787,4472951,2,110
3785806,4458792,2,83
3785826,5150319,2,135
3785777,4036910,2,31
3785781,5067479,2,124
3785832,3619931,2,69
3785831,3619751,2,92
3785786,3792975,2,97
3785786,3792974,2,90
3785778,4378262,2,38
3785806,5161547,2,115
3785778,4378261,2,38
3785806,5161546,2,58
3785790,4378042,2,134
3785807,2505,2,295
3785829,3619799,2,25
3785778,4473004,2,74
3785806,4439548,2,90
3785806,4439547,2,51
3785830,3686392,2,92
3785830,3686391,2,93
3785789,4274409,2,90
3785833,3619905,2,90
3785810,4843828,2,58
3785811,4843827,2,21
3785787,3792975,2,109
3785790,4834583,2,14
3785787,3792974,2,110
3785814,4677666,2,102
3785817,4439468,2,22
3785842,3619865,2,28
3785832,3619800,2,69
3785777,4378262,2,38
3785824,3619788,2,54
3785793,4274411,2,102
3785777,4378261,2,38
3785833,3619778,2,61
3785806,4378069,2,45
3785790,3792973,2,14
3785786,4472950,2,97
3785808,4843528,2,119
3785786,4472951,2,90
3785843,3619862,2,36
3785827,3686392,2,99
3785832,3619751,2,49
3785827,3686391,2,83
3785801,5161540,2,27
2195,3785778,2,207
3785801,5161541,2,38
3785823,3619789,2,54
2195,3785777,2,207
3785794,4378018,2,59
3785794,4378019,2,56
3785814,4677761,2,102
3785814,4677762,2,141
3785777,4473004,2,74
3785794,3786077,2,87
3785846,3619867,2,132
3785806,2505,2,276
3785794,3786078,2,56
3785845,3619867,2,132
3785835,3619777,2,83
3785812,4439479,2,21
3785778,4834621,2,74
3785795,3786077,2,68
3785795,3786078,2,43
3785807,4439547,2,69
3785807,4439548,2,108
3785813,4439450,2,103
3785806,1695,2,276
3785779,4834574,2,51
3785788,4834645,2,31
3785786,4834580,2,97
3785786,4834581,2,90
3785777,4834621,2,74
3785828,3686316,2,57
3785828,3686317,2,71
3785807,3730676,2,122
3785779,4472945,2,51
3785778,3763991,2,74
3785793,4834584,2,102
3785807,4378069,2,62
3785800,3864895,2,49
3785800,3864896,2,39
3785806,4284929,2,92
2006,3785778,2,207
3785838,3619866,2,122
2006,3785777,2,207
3785807,4284929,2,109
3785838,3619867,2,143
3785807,4036815,2,112
3785800,5161540,2,7
3785807,4036816,2,112
3785800,5161541,2,29
3785805,5161544,2,14
3785788,4274409,2,97
3785819,3785930,2,53
4471751,3785813,2,81
3785789,4378012,2,110
3785808,4843828,2,101
4471751,3785814,2,102
3785789,4378011,2,90
4471751,3785816,2,140
3785778,5067480,2,38
3785786,4124817,2,97
3785813,4439472,2,103
3785778,5067481,2,38
3785787,4124817,2,109
3785781,4890512,2,79
3785796,4378023,2,12
3785796,4378022,2,12
3785788,4472951,2,31
3785807,5161547,2,134
3785807,5161546,2,76
3785819,3785929,2,71
3785828,3686455,2,71
3785778,4036910,2,31
3785806,4284930,2,99
3343813,3785845,2,311
3785791,4472952,2,14
3785829,3686392,2,92
3343813,3785846,2,311
3785830,3619799,2,8
3785829,3686391,2,89
3343813,3785841,2,248
3785806,4423342,2,102
3343813,3785842,2,277
3785827,3686317,2,99
3785791,4834582,2,14
3785807,4767074,2,69
3785831,3619932,2,61
3785816,4439480,2,136
3785807,4767075,2,108
3785816,4677666,2,140
3785827,3686316,2,83
3785813,4677761,2,81
3785779,4473003,2,118
3785785,4274408,2,13
3785831,3619801,2,61
3785831,3619800,2,33
3785793,4834648,2,102
3785829,3686483,2,92
3785792,4378015,2,102
3785794,4274413,2,59
3785803,5161542,2,90
3785779,4834638,2,51
3785794,4274416,2,66
3785790,4834647,2,14
3785791,4378013,2,14
3785788,4770136,2,31
3785791,4274410,2,14
3785825,5150319,2,139
3785831,3619931,2,33
3785807,3730628,2,93
3785807,3730627,2,122
3785791,3792996,2,14
3785814,4439480,2,103
3785807,4439453,2,83
3785788,4378011,2,97
3785788,4378012,2,109
3785807,4378048,2,108
3785807,4378049,2,93
3785807,4284930,2,115
3785790,4472953,2,14
3785816,4677762,2,129
3785816,4677761,2,140
3785820,3785929,2,39
3785787,4834645,2,110
3785830,3686317,2,92
3785787,4834644,2,109
3785787,4274409,2,30
3785830,3686316,2,93
3785833,3619802,2,90
3785791,4124818,2,14
4471822,3785813,2,116
3785834,3619934,2,17
4471822,3785814,2,141
4471822,3785816,2,129
3785779,4770130,2,51
3785802,5161543,2,90
3343814,3785846,2,311
3785808,4843513,2,101
3343814,3785845,2,311
3343814,3785842,2,277
3785789,4124817,2,31
3343814,3785841,2,248
3785818,4843469,2,42
3785818,4843468,2,32
3785789,4770135,2,31
4378402,3785806,2,90
5137995,3785777,2,31
5137995,3785778,2,31
3785831,3619903,2,33
3785778,4834678,2,74
3785831,3619904,2,61
3785807,4439476,2,112
3785807,4439475,2,83
