service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
11936963,0,0,0,0,0,0,0,20151012,20151228
11936964,0,0,0,0,0,0,0,20151008,20151219
11936965,0,0,0,0,0,0,0,20151020,20160101
1936968,0,0,0,0,0,0,0,20151011,20151227
11936967,0,0,0,0,0,0,0,20151018,20151227
11936966,0,0,0,0,0,0,0,20151011,20151213
1936967,0,0,0,0,0,0,0,20151017,20151226
1936964,0,0,0,0,0,0,0,20151007,20151218
1936963,0,0,0,0,0,0,0,20151011,20151227
1936966,0,0,0,0,0,0,0,20151010,20151212
1936965,0,0,0,0,0,0,0,20151019,20151231
