service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
1966892,0,0,0,0,0,0,0,20151011,20151227
1966893,0,0,0,0,0,0,0,20151008,20151218
1966894,0,0,0,0,0,0,0,20151007,20151216
1966895,0,0,0,0,0,0,0,20151010,20151219
1966896,0,0,0,0,0,0,0,20151019,20151231
1966897,0,0,0,0,0,0,0,20151024,20151226
2005895,0,0,0,0,0,0,0,20160109,20160130
2005896,0,0,0,0,0,0,0,20160102,20160102
2005894,0,0,0,0,0,0,0,20160101,20160131
12005900,0,0,0,0,0,0,0,20160107,20160128
12005901,0,0,0,0,0,0,0,20160110,20160131
2005900,0,0,0,0,0,0,0,20160106,20160127
12005902,0,0,0,0,0,0,0,20160103,20160103
1966849,0,0,0,0,0,0,0,20151010,20151219
2005902,0,0,0,0,0,0,0,20160102,20160102
2005901,0,0,0,0,0,0,0,20160109,20160130
1966848,0,0,0,0,0,0,0,20151011,20151227
12005899,0,0,0,0,0,0,0,20160105,20160130
12005898,0,0,0,0,0,0,0,20160102,20160201
11966897,0,0,0,0,0,0,0,20151025,20151227
11966895,0,0,0,0,0,0,0,20151011,20151220
11966896,0,0,0,0,0,0,0,20151020,20160101
11966893,0,0,0,0,0,0,0,20151009,20151219
11966894,0,0,0,0,0,0,0,20151008,20151217
11966892,0,0,0,0,0,0,0,20151012,20151228
2005897,0,0,0,0,0,0,0,20160106,20160127
1966878,0,0,0,0,0,0,0,20151007,20151216
2005898,0,0,0,0,0,0,0,20160101,20160131
2005899,0,0,0,0,0,0,0,20160104,20160129
1966850,0,0,0,0,0,0,0,20151024,20151226
