service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
1986012,0,0,0,0,0,0,0,20151008,20151217
1986013,0,0,0,0,0,0,0,20151009,20151218
11976247,0,0,0,0,0,0,0,20151024,20151031
11976249,0,0,0,0,0,0,0,20151020,20160101
1986019,0,0,0,0,0,0,0,20151008,20151217
11985990,0,0,0,0,0,0,0,20151012,20151228
1986030,0,0,0,0,0,0,0,20151008,20151217
1985979,0,0,0,0,0,0,0,20151010,20151226
1986031,0,0,0,0,0,0,0,20151007,20151216
11985992,0,0,0,0,0,0,0,20151008,20151217
1985977,0,0,0,0,0,0,0,20151007,20151216
11985991,0,0,0,0,0,0,0,20151009,20151218
1986033,0,0,0,0,0,0,0,20151009,20151218
1985976,0,0,0,0,0,0,0,20151008,20151217
1985963,0,0,0,0,0,0,0,20151007,20151216
1985981,0,0,0,0,0,0,0,20151009,20151218
1985964,0,0,0,0,0,0,0,20151009,20151218
11985973,0,0,0,0,0,0,0,20151012,20151228
1985961,0,0,0,0,0,0,0,20151008,20151217
1976249,0,0,0,0,0,0,0,20151019,20151231
11985993,0,0,0,0,0,0,0,20151011,20151227
11985994,0,0,0,0,0,0,0,20151010,20151219
1976247,0,0,0,0,0,0,0,20151023,20151030
11985976,0,0,0,0,0,0,0,20151009,20151218
11985977,0,0,0,0,0,0,0,20151008,20151217
1976245,0,0,0,0,0,0,0,20151019,20151231
11985979,0,0,0,0,0,0,0,20151011,20151227
11976245,0,0,0,0,0,0,0,20151020,20160101
1986022,0,0,0,0,0,0,0,20151009,20151218
1986020,0,0,0,0,0,0,0,20151007,20151216
11985981,0,0,0,0,0,0,0,20151010,20151219
1985973,0,0,0,0,0,0,0,20151011,20151227
1976251,0,0,0,0,0,0,0,20151023,20151030
1985994,0,0,0,0,0,0,0,20151009,20151218
1976252,0,0,0,0,0,0,0,20151019,20151231
1976253,0,0,0,0,0,0,0,20151023,20151030
11976251,0,0,0,0,0,0,0,20151024,20151031
1985991,0,0,0,0,0,0,0,20151008,20151217
1985990,0,0,0,0,0,0,0,20151011,20151227
1985993,0,0,0,0,0,0,0,20151010,20151226
1985992,0,0,0,0,0,0,0,20151007,20151216
