service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
1936731,0,0,0,0,0,0,0,20151010,20151226
1936730,0,0,0,0,0,0,0,20151019,20151231
1936729,0,0,0,0,0,0,0,20151007,20151218
1936726,0,0,0,0,0,0,0,20151019,20151231
1936725,0,0,0,0,0,0,0,20151007,20151218
1936728,0,0,0,0,0,0,0,20151010,20151226
1936727,0,0,0,0,0,0,0,20151007,20151218
1936722,0,0,0,0,0,0,0,20151007,20151218
1936721,0,0,0,0,0,0,0,20151011,20151227
1936724,0,0,0,0,0,0,0,20151010,20151226
1936723,0,0,0,0,0,0,0,20151019,20151231
