from_stop_id,to_stop_id,transfer_type,min_transfer_time
3754263,3926315,2,70
3754275,5138200,2,59
3754263,3926314,2,61
4130576,2272,2,225
3764697,3754274,2,56
3764791,3754275,2,90
3764791,3754274,2,108
4130576,4036792,2,20
3754202,3754284,2,76
3754265,3764535,2,28
3754274,5138199,2,56
3754275,5121397,2,93
3754275,2159,2,216
3754275,5121396,2,90
3754275,5121399,2,59
3754268,3764840,2,21
3754265,5454931,2,28
3754279,3764675,2,55
3754290,4439524,2,104
3754290,4767051,2,104
3754274,5138051,2,56
3754284,3764833,2,76
3754274,2040,2,261
3754279,3764635,2,70
3754274,3764674,2,56
4130576,1876,2,225
3764696,3754275,2,59
3754274,4770166,2,56
3764695,3754279,2,70
3754264,5454930,2,106
3764750,3754275,2,59
3764430,3754272,2,42
3754270,3764834,2,93
3764431,3754272,2,42
3754275,4651122,2,59
3754269,3893548,2,75
3754275,3893505,2,104
3754267,3893496,2,62
3754284,3893497,2,71
3754275,3893503,2,0
3754264,3764534,2,106
3754267,3893495,2,71
3754274,5121398,2,56
3754275,3893502,2,23
3754270,4378108,2,93
3754274,5121396,2,108
3764792,3754274,2,56
3754275,4472980,2,59
3754290,4036792,2,104
3754275,3764634,2,59
3764430,3754280,2,8
3764431,3754280,2,8
3754271,4378084,2,72
3754274,3893502,2,83
3754274,3893503,2,58
3754274,3893504,2,106
3754274,3893505,2,86
4130576,4439524,2,20
3764432,3754271,2,72
3754276,3893500,2,26
3764433,3754271,2,60
3754265,5454877,2,28
3764432,3754281,2,84
3754274,2159,2,261
3764751,3754275,2,93
3754209,3754271,2,72
4130576,5018362,2,20
3764433,3754281,2,68
3754290,5018362,2,104
3754275,4036890,2,59
3754275,2040,2,216
3764793,3754279,2,55
3754268,3893548,2,60
3754274,3764633,2,56
3754209,3754281,2,84
4130576,5018414,2,20
3754287,5454930,2,87
3754287,5454931,2,71
3754270,4378085,2,93
3754287,5454932,2,77
3754287,3764535,2,71
3754287,3764534,2,87
3754292,3926315,2,88
3754287,3764536,2,77
3754292,3926314,2,80
3754291,3893490,2,108
3764699,3754275,2,90
3764699,3754274,2,108
3754281,4378084,2,84
3764698,3754275,2,93
4130576,4767051,2,20
3754284,4378107,2,76
3754284,3893548,2,10
3754290,5018414,2,104
3754274,4472981,2,56
3754284,4378091,2,76
3754284,3764840,2,66
3754287,5454877,2,71
3754275,4770165,2,59
3754274,4036889,2,56
