service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
11976071,0,0,0,0,0,0,0,20151010,20151219
11976072,0,0,0,0,0,0,0,20151024,20160101
11976073,0,0,0,0,0,0,0,20151008,20151217
1976061,0,0,0,0,0,0,0,20151008,20151217
1976060,0,0,0,0,0,0,0,20151019,20151230
1976063,0,0,0,0,0,0,0,20151010,20151226
1976062,0,0,0,0,0,0,0,20151007,20151216
1976065,0,0,0,0,0,0,0,20151023,20151231
1976064,0,0,0,0,0,0,0,20151009,20151218
1976067,0,0,0,0,0,0,0,20151011,20151227
1976066,0,0,0,0,0,0,0,20151225,20151225
1976069,0,0,0,0,0,0,0,20151008,20151217
1976068,0,0,0,0,0,0,0,20151019,20151230
11976055,0,0,0,0,0,0,0,20151011,20151227
11976065,0,0,0,0,0,0,0,20151024,20160101
11976054,0,0,0,0,0,0,0,20151008,20151217
11976053,0,0,0,0,0,0,0,20151009,20151218
11976063,0,0,0,0,0,0,0,20151011,20151227
11976052,0,0,0,0,0,0,0,20151020,20151231
11976064,0,0,0,0,0,0,0,20151010,20151219
11976069,0,0,0,0,0,0,0,20151009,20151218
11976059,0,0,0,0,0,0,0,20151012,20151228
11976058,0,0,0,0,0,0,0,20151226,20151226
11976057,0,0,0,0,0,0,0,20151024,20160101
11976067,0,0,0,0,0,0,0,20151012,20151228
11976056,0,0,0,0,0,0,0,20151010,20151219
11976068,0,0,0,0,0,0,0,20151020,20151231
11976051,0,0,0,0,0,0,0,20151012,20151228
11976061,0,0,0,0,0,0,0,20151009,20151218
11976050,0,0,0,0,0,0,0,20151226,20151226
11976062,0,0,0,0,0,0,0,20151008,20151217
1976070,0,0,0,0,0,0,0,20151010,20151226
11976060,0,0,0,0,0,0,0,20151020,20151231
1976056,0,0,0,0,0,0,0,20151009,20151218
1976055,0,0,0,0,0,0,0,20151010,20151226
1976073,0,0,0,0,0,0,0,20151007,20151216
1976054,0,0,0,0,0,0,0,20151007,20151216
1976072,0,0,0,0,0,0,0,20151023,20151231
1976053,0,0,0,0,0,0,0,20151008,20151217
1976071,0,0,0,0,0,0,0,20151009,20151218
1976052,0,0,0,0,0,0,0,20151019,20151230
1976051,0,0,0,0,0,0,0,20151011,20151227
1976050,0,0,0,0,0,0,0,20151225,20151225
1976059,0,0,0,0,0,0,0,20151011,20151227
1976058,0,0,0,0,0,0,0,20151225,20151225
1976057,0,0,0,0,0,0,0,20151023,20151231
