service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
11926037,0,0,0,0,0,0,0,20151024,20151031
11926035,0,0,0,0,0,0,0,20151011,20151227
11926036,0,0,0,0,0,0,0,20151010,20151219
1926036,0,0,0,0,0,0,0,20151009,20151218
1926037,0,0,0,0,0,0,0,20151023,20151030
1926038,0,0,0,0,0,0,0,20151007,20151217
1926039,0,0,0,0,0,0,0,20151019,20151231
1926032,0,0,0,0,0,0,0,20151011,20151227
11926033,0,0,0,0,0,0,0,20151008,20151218
1926033,0,0,0,0,0,0,0,20151007,20151217
11926034,0,0,0,0,0,0,0,20151020,20160101
1926034,0,0,0,0,0,0,0,20151019,20151231
1926035,0,0,0,0,0,0,0,20151010,20151226
11926032,0,0,0,0,0,0,0,20151012,20151228
1926041,0,0,0,0,0,0,0,20151023,20151030
1926040,0,0,0,0,0,0,0,20151009,20151218
