from_stop_id,to_stop_id,transfer_type,min_transfer_time
4471743,4677748,2,40
4677775,3686421,2,91
4677775,3686422,2,107
3785813,4677692,2,116
4471805,4677722,2,92
4378382,4677783,2,90
3785813,4677691,2,81
4378382,4677782,2,92
4378382,4677780,2,139
4677691,4439480,2,81
4473660,4677660,2,20
3686500,4677782,2,25
4378383,4677780,2,139
5673025,4677741,2,138
4471788,4677734,2,33
4471808,4677786,2,27
4378383,4677783,2,90
4677675,3813530,2,63
4677764,4439481,2,55
4378383,4677782,2,92
4677764,4439482,2,130
4677675,3813531,2,54
22794,4677737,2,202
22794,4677736,2,202
4473600,4677659,2,27
4377778,4677739,2,26
4677693,4439449,2,55
4677692,4439450,2,141
4677693,4439448,2,77
4677763,4439448,2,77
4677763,4439449,2,55
4471829,4677659,2,22
3686522,4677673,2,134
4677775,3686439,2,107
5673022,4677704,2,54
4677674,3686347,2,105
4677674,3686346,2,54
4471811,4677710,2,30
4677764,4439470,2,104
4471784,4677738,2,26
4677694,4439448,2,104
4471807,4677788,2,25
4471748,4677743,2,120
4471758,4677794,2,21
4677693,4439470,2,77
4439581,4677734,2,33
4677693,4439471,2,55
4378304,4677674,2,105
4473660,4677682,2,82
4473660,4677681,2,20
4471818,4677670,2,23
4471766,4677719,2,25
4439577,4677732,2,13
4471829,4677679,2,22
4471760,4677777,2,34
4677764,4439448,2,104
4473600,4677679,2,27
4471815,4677703,2,21
4677747,3781674,2,64
4677691,4439472,2,102
4471820,4677695,2,126
4377754,4677732,2,144
4677763,4439470,2,77
4377754,4677731,2,135
4677763,4439471,2,55
4473600,4677680,2,27
4471762,4677781,2,30
4471768,4677723,2,92
4471819,4677697,2,38
4471789,4677733,2,26
4677774,3686439,2,87
4471813,4677776,2,34
4471754,4677698,2,38
4677704,3730076,2,87
4677704,3730077,2,37
4677694,4439470,2,104
4471828,4677751,2,63
4677678,3781674,2,102
4471826,4677662,2,36
4471745,4677752,2,63
4471745,4677682,2,63
4471761,4677779,2,30
4471748,4677797,2,120
4471758,4677740,2,21
4677694,4439481,2,55
4677694,4439482,2,130
4471829,4677749,2,22
4677678,3781641,2,72
4471817,4677671,2,27
4471750,4677760,2,36
4471807,4677718,2,25
4471828,4677660,2,63
3620240,4677704,2,87
3620240,4677705,2,107
4677734,4284901,2,118
4471826,4677685,2,36
4471744,4677680,2,22
4471765,4677787,2,27
4471818,4677769,2,23
4471826,4677755,2,36
4677674,3686467,2,105
4471812,4677708,2,30
4471821,4677667,2,55
4471809,4677714,2,63
4677774,3686422,2,87
4677774,3686421,2,37
4471825,4677756,2,120
5673015,4677712,2,25
4473661,4677684,2,105
4471783,4677732,2,13
4471828,4677681,2,63
4677775,3730077,2,91
4843475,4677764,2,130
4843475,4677763,2,108
4677775,3730076,2,107
4473601,4677659,2,73
4471752,4677764,2,55
4677705,3730076,2,107
4677705,3730077,2,91
4473601,4677750,2,74
4471753,4677766,2,126
4471821,4677693,2,55
3686500,4677712,2,25
4471819,4677767,2,38
4471819,4677669,2,38
4471751,4677762,2,41
4471747,4677798,2,36
4471743,4677678,2,40
4473601,4677749,2,73
4843474,4677764,2,104
4471764,4677785,2,63
4843474,4677763,2,77
4471811,4677780,2,30
4471817,4677771,2,27
4843474,4677667,2,77
4473600,4677749,2,27
4439580,4677735,2,33
4471815,4677773,2,21
4471813,4677706,2,34
4471810,4677712,2,25
4473600,4677750,2,27
4471752,4677694,2,55
4473604,4677754,2,105
4471815,4677673,2,21
4378388,4677777,2,83
3686501,4677780,2,127
4378388,4677776,2,109
3686501,4677782,2,139
5673025,4677795,2,138
4378383,4677710,2,139
4677774,3686467,2,87
4378383,4677713,2,90
4378383,4677712,2,92
3686522,4677740,2,117
4471757,4677741,2,44
4471814,4677704,2,54
4677704,3686346,2,37
4471810,4677782,2,25
3686501,4677712,2,139
4677704,3686347,2,87
1740,4677745,2,271
3686501,4677710,2,127
1740,4677746,2,268
4677763,4439482,2,108
4471809,4677784,2,63
4471747,4677744,2,36
4471761,4677709,2,30
4378388,4677706,2,109
4378388,4677707,2,83
3686522,4677773,2,134
4471765,4677717,2,27
4471821,4677763,2,55
3686521,4677674,2,34
4843474,4677693,2,77
4677704,3686467,2,87
1740,4677657,2,276
4843474,4677694,2,104
3754205,4677737,2,45
3754205,4677736,2,45
4677691,4439450,2,102
4677774,3686346,2,37
4677774,3686347,2,87
4677693,4439482,2,108
4471768,4677793,2,22
4471804,4677724,2,11
3686522,4677794,2,117
4471757,4677795,2,44
4473659,4677659,2,27
4471751,4677692,2,41
4314848,4677730,2,108
4473659,4677750,2,27
4677748,3781641,2,72
4314848,4677739,2,135
4677762,4439450,2,141
4471754,4677768,2,38
4473659,4677749,2,27
4471753,4677696,2,126
4473604,4677684,2,105
4439578,4677731,2,13
4677692,4439480,2,116
5673023,4677703,2,134
3785814,4677692,2,141
3620240,4677674,2,105
3785814,4677691,2,102
4471823,4677665,2,36
4471822,4677761,2,41
4677657,3813531,2,64
4677657,3813530,2,68
4471816,4677672,2,44
4677704,3686422,2,87
3686524,4677741,2,138
4677704,3686421,2,37
4677692,4439472,2,141
4471803,4677726,2,13
4439609,4677739,2,68
4473605,4677660,2,144
4677735,4284901,2,123
4843475,4677667,2,108
4471764,4677715,2,63
3620240,4677774,2,87
4439609,4677730,2,43
3620240,4677775,2,107
4843824,4677763,2,77
4471814,4677774,2,54
4378305,4677774,2,37
4843824,4677764,2,104
4378305,4677775,2,91
4843824,4677667,2,77
4677748,3781674,2,102
4677762,4439472,2,141
4377755,4677730,2,26
4677658,3781674,2,64
4439579,4677738,2,26
3686521,4677775,2,14
4314833,4677739,2,68
4471816,4677772,2,44
3785814,4677666,2,102
3620241,4677674,2,54
4377757,4677729,2,90
1740,4677676,2,268
1740,4677675,2,271
4471817,4677701,2,27
4314833,4677730,2,43
3620241,4677774,2,37
3620241,4677775,2,91
4677762,4439480,2,116
3686521,4677774,2,43
4471749,4677758,2,36
4471824,4677664,2,36
4471830,4677658,2,40
4473659,4677679,2,27
4471763,4677783,2,25
4677746,3813531,2,43
4677746,3813530,2,63
4677704,3686439,2,87
4473602,4677682,2,82
4473602,4677681,2,20
4473659,4677680,2,27
2418,4677745,2,271
4471782,4677731,2,59
4471782,4677732,2,62
2418,4677746,2,268
3785814,4677761,2,102
4471769,4677725,2,11
3785814,4677762,2,141
4439583,4677736,2,104
4439583,4677737,2,104
4843475,4677694,2,130
4471823,4677759,2,36
4843475,4677693,2,108
4471822,4677666,2,41
5673022,4677774,2,54
4473605,4677754,2,106
4473605,4677751,2,144
4471824,4677687,2,36
4677705,3686467,2,107
4471814,4677674,2,39
4378305,4677674,2,54
4377753,4677731,2,98
4377753,4677732,2,99
4439608,4677733,2,26
4378304,4677775,2,107
4471816,4677702,2,44
4471770,4677727,2,13
3686524,4677795,2,138
4378304,4677774,2,87
4471785,4677735,2,33
4677674,3730076,2,105
4471749,4677688,2,36
4677674,3730077,2,54
4471823,4677689,2,36
4471759,4677775,2,54
4473660,4677751,2,20
4473660,4677752,2,82
4471806,4677790,2,26
4473661,4677754,2,105
4677705,3686347,2,107
4471822,4677691,2,41
4677705,3686346,2,91
4471756,4677742,2,27
4473605,4677684,2,106
4677736,4284899,2,119
4473605,4677681,2,144
4677736,4284898,2,126
4473601,4677679,2,73
4377756,4677728,2,90
4473601,4677680,2,74
5673016,4677712,2,139
5673016,4677710,2,127
4378382,4677713,2,90
4473603,4677751,2,34
4473603,4677752,2,48
4378382,4677712,2,92
4471812,4677778,2,30
4378305,4677704,2,37
3785816,4677666,2,140
4378305,4677705,2,91
4471759,4677705,2,54
4471805,4677793,2,111
3785813,4677761,2,81
4471805,4677792,2,92
4677705,3686439,2,107
4677667,4439471,2,55
4677667,4439470,2,77
4378382,4677710,2,139
4473602,4677751,2,20
4473602,4677752,2,82
4471755,4677770,2,23
4471825,4677663,2,120
4677666,4439472,2,102
4471767,4677791,2,26
5673023,4677773,2,134
3620241,4677705,2,91
5673022,4677674,2,39
4677705,3686421,2,91
4677705,3686422,2,107
3686522,4677703,2,134
4471766,4677789,2,25
4677737,4284899,2,119
3620241,4677704,2,37
4677737,4284898,2,126
4471760,4677707,2,34
4471830,4677747,2,40
4677667,4439482,2,108
3785816,4677762,2,129
3785816,4677761,2,140
5673023,4677673,2,134
4677677,3781674,2,64
4677667,4439449,2,55
4471808,4677716,2,27
4677667,4439448,2,77
2418,4677675,2,271
2418,4677676,2,268
4677674,3686422,2,105
4471791,4677730,2,43
4378304,4677704,2,87
4677674,3686421,2,54
4378304,4677705,2,107
4677676,3813531,2,43
4677676,3813530,2,63
3754206,4677736,2,45
4471791,4677739,2,68
3754206,4677737,2,45
4471825,4677686,2,120
3686521,4677704,2,43
3686521,4677705,2,14
4677674,3686439,2,105
22793,4677736,2,202
4677775,3686467,2,107
4677666,4439450,2,102
22793,4677737,2,202
5673023,4677794,2,117
4471744,4677750,2,22
4471818,4677699,2,23
4439582,4677737,2,45
