service_id,date,exception_type
1962183,20151023,1
1962183,20151030,1
1962182,20151019,1
1962182,20151020,1
1962182,20151021,1
1962182,20151022,1
1962182,20151026,1
1962182,20151027,1
1962182,20151028,1
1962182,20151029,1
1983143,20151007,1
1983143,20151008,1
1983143,20151012,1
1983143,20151013,1
1983143,20151014,1
1983143,20151015,1
1983143,20151102,1
1983143,20151103,1
1983143,20151104,1
1983143,20151105,1
1983143,20151109,1
1983143,20151110,1
1983143,20151112,1
1983143,20151116,1
1983143,20151117,1
1983143,20151118,1
1983143,20151119,1
1983143,20151123,1
1983143,20151124,1
1983143,20151125,1
1983143,20151126,1
1983143,20151130,1
1983144,20151009,1
1983144,20151016,1
1983144,20151106,1
1983144,20151113,1
1983144,20151120,1
1983144,20151127,1
